player.id,pass.recipient.id,passesBetween,jersey_number,X,Y,totPasses,player.id_rx,jersey_number_rx,X_rx,Y_rx,totPasses_rx,passLineWidth
5470.0,5211.0,130,4.0,65.65967399007789,40.109851169383454,1411,5211.0,18.0,66.76817917393831,11.51378708551485,1719,340.3141361256545
5470.0,5213.0,116,4.0,65.65967399007789,40.109851169383454,1411,5213.0,3.0,45.092068361086724,52.69219982471526,2282,303.6649214659686
5470.0,5503.0,201,4.0,65.65967399007789,40.109851169383454,1411,5503.0,10.0,79.8131652661065,50.179458450046575,2142,526.1780104712042
5470.0,6374.0,95,4.0,65.65967399007789,40.109851169383454,1411,6374.0,2.0,64.9714801444042,61.71249097472928,1385,248.6910994764398
5470.0,6379.0,126,4.0,65.65967399007789,40.109851169383454,1411,6379.0,20.0,66.4167286245352,61.24784917684549,1883,329.8429319371728
5470.0,6826.0,118,4.0,65.65967399007789,40.109851169383454,1411,6826.0,15.0,44.61339387060149,24.791259931895567,1762,308.9005235602094
5487.0,5203.0,72,17.0,77.11286307053935,32.8502074688796,964,5203.0,5.0,59.208201754386025,40.24263157894733,2280,188.48167539267016
5487.0,5211.0,116,17.0,77.11286307053935,32.8502074688796,964,5211.0,18.0,66.76817917393831,11.51378708551485,1719,303.6649214659686
5487.0,5246.0,85,17.0,77.11286307053935,32.8502074688796,964,5246.0,9.0,79.3716951788491,36.28895800933122,643,222.51308900523563
5487.0,5503.0,136,17.0,77.11286307053935,32.8502074688796,964,5503.0,10.0,79.8131652661065,50.179458450046575,2142,356.0209424083769
5487.0,6379.0,68,17.0,77.11286307053935,32.8502074688796,964,6379.0,20.0,66.4167286245352,61.24784917684549,1883,178.01047120418846
5487.0,8118.0,89,17.0,77.11286307053935,32.8502074688796,964,8118.0,21.0,64.17975055025681,39.49391049156269,1363,232.98429319371726
5492.0,5203.0,110,23.0,45.27957920792084,28.250495049504924,808,5203.0,5.0,59.208201754386025,40.24263157894733,2280,287.9581151832461
5492.0,5211.0,95,23.0,45.27957920792084,28.250495049504924,808,5211.0,18.0,66.76817917393831,11.51378708551485,1719,248.6910994764398
5492.0,5213.0,105,23.0,45.27957920792084,28.250495049504924,808,5213.0,3.0,45.092068361086724,52.69219982471526,2282,274.86910994764395
5492.0,20055.0,105,23.0,45.27957920792084,28.250495049504924,808,20055.0,1.0,12.787648456057005,40.270387965162236,1263,274.86910994764395
5503.0,5203.0,180,10.0,79.8131652661065,50.179458450046575,2142,5203.0,5.0,59.208201754386025,40.24263157894733,2280,471.2041884816754
5503.0,5211.0,122,10.0,79.8131652661065,50.179458450046575,2142,5211.0,18.0,66.76817917393831,11.51378708551485,1719,319.3717277486911
5503.0,5213.0,80,10.0,79.8131652661065,50.179458450046575,2142,5213.0,3.0,45.092068361086724,52.69219982471526,2282,209.4240837696335
5503.0,5246.0,181,10.0,79.8131652661065,50.179458450046575,2142,5246.0,9.0,79.3716951788491,36.28895800933122,643,473.82198952879577
5503.0,5470.0,165,10.0,79.8131652661065,50.179458450046575,2142,5470.0,4.0,65.65967399007789,40.109851169383454,1411,431.9371727748691
5503.0,5487.0,156,10.0,79.8131652661065,50.179458450046575,2142,5487.0,17.0,77.11286307053935,32.8502074688796,964,408.37696335078533
5503.0,6374.0,141,10.0,79.8131652661065,50.179458450046575,2142,6374.0,2.0,64.9714801444042,61.71249097472928,1385,369.109947643979
5503.0,6379.0,247,10.0,79.8131652661065,50.179458450046575,2142,6379.0,20.0,66.4167286245352,61.24784917684549,1883,646.5968586387435
5503.0,8118.0,149,10.0,79.8131652661065,50.179458450046575,2142,8118.0,21.0,64.17975055025681,39.49391049156269,1363,390.0523560209424
5503.0,8206.0,186,10.0,79.8131652661065,50.179458450046575,2142,8206.0,22.0,67.78333333333326,50.3590759075907,1212,486.9109947643979
5503.0,11392.0,99,10.0,79.8131652661065,50.179458450046575,2142,11392.0,8.0,67.8902412280701,33.57807017543855,912,259.16230366492147
5503.0,24841.0,67,10.0,79.8131652661065,50.179458450046575,2142,24841.0,28.0,73.2115473441108,29.098383371824504,433,175.39267015706804
5503.0,30756.0,78,10.0,79.8131652661065,50.179458450046575,2142,30756.0,31.0,84.77228381374717,23.386474501108644,451,204.18848167539267
6374.0,5203.0,101,2.0,64.9714801444042,61.71249097472928,1385,5203.0,5.0,59.208201754386025,40.24263157894733,2280,264.39790575916226
6374.0,5213.0,183,2.0,64.9714801444042,61.71249097472928,1385,5213.0,3.0,45.092068361086724,52.69219982471526,2282,479.0575916230366
6374.0,5246.0,61,2.0,64.9714801444042,61.71249097472928,1385,5246.0,9.0,79.3716951788491,36.28895800933122,643,159.68586387434556
6374.0,5470.0,89,2.0,64.9714801444042,61.71249097472928,1385,5470.0,4.0,65.65967399007789,40.109851169383454,1411,232.98429319371726
6374.0,5487.0,75,2.0,64.9714801444042,61.71249097472928,1385,5487.0,17.0,77.11286307053935,32.8502074688796,964,196.33507853403142
6374.0,5503.0,202,2.0,64.9714801444042,61.71249097472928,1385,5503.0,10.0,79.8131652661065,50.179458450046575,2142,528.7958115183245
6374.0,6379.0,119,2.0,64.9714801444042,61.71249097472928,1385,6379.0,20.0,66.4167286245352,61.24784917684549,1883,311.5183246073299
6374.0,8206.0,155,2.0,64.9714801444042,61.71249097472928,1385,8206.0,22.0,67.78333333333326,50.3590759075907,1212,405.75916230366494
6374.0,11392.0,62,2.0,64.9714801444042,61.71249097472928,1385,11392.0,8.0,67.8902412280701,33.57807017543855,912,162.30366492146598
6379.0,5203.0,184,20.0,66.4167286245352,61.24784917684549,1883,5203.0,5.0,59.208201754386025,40.24263157894733,2280,481.67539267015707
6379.0,5211.0,79,20.0,66.4167286245352,61.24784917684549,1883,5211.0,18.0,66.76817917393831,11.51378708551485,1719,206.8062827225131
6379.0,5213.0,264,20.0,66.4167286245352,61.24784917684549,1883,5213.0,3.0,45.092068361086724,52.69219982471526,2282,691.0994764397906
6379.0,5246.0,78,20.0,66.4167286245352,61.24784917684549,1883,5246.0,9.0,79.3716951788491,36.28895800933122,643,204.18848167539267
6379.0,5470.0,99,20.0,66.4167286245352,61.24784917684549,1883,5470.0,4.0,65.65967399007789,40.109851169383454,1411,259.16230366492147
6379.0,5487.0,87,20.0,66.4167286245352,61.24784917684549,1883,5487.0,17.0,77.11286307053935,32.8502074688796,964,227.74869109947642
6379.0,5503.0,355,20.0,66.4167286245352,61.24784917684549,1883,5503.0,10.0,79.8131652661065,50.179458450046575,2142,929.3193717277487
6379.0,6374.0,116,20.0,66.4167286245352,61.24784917684549,1883,6374.0,2.0,64.9714801444042,61.71249097472928,1385,303.6649214659686
6379.0,8118.0,130,20.0,66.4167286245352,61.24784917684549,1883,8118.0,21.0,64.17975055025681,39.49391049156269,1363,340.3141361256545
6379.0,8206.0,129,20.0,66.4167286245352,61.24784917684549,1883,8206.0,22.0,67.78333333333326,50.3590759075907,1212,337.69633507853405
6826.0,5203.0,193,15.0,44.61339387060149,24.791259931895567,1762,5203.0,5.0,59.208201754386025,40.24263157894733,2280,505.2356020942408
6826.0,5211.0,212,15.0,44.61339387060149,24.791259931895567,1762,5211.0,18.0,66.76817917393831,11.51378708551485,1719,554.9738219895288
6826.0,5213.0,264,15.0,44.61339387060149,24.791259931895567,1762,5213.0,3.0,45.092068361086724,52.69219982471526,2282,691.0994764397906
6826.0,5470.0,111,15.0,44.61339387060149,24.791259931895567,1762,5470.0,4.0,65.65967399007789,40.109851169383454,1411,290.5759162303665
6826.0,5487.0,64,15.0,44.61339387060149,24.791259931895567,1762,5487.0,17.0,77.11286307053935,32.8502074688796,964,167.53926701570683
6826.0,6379.0,70,15.0,44.61339387060149,24.791259931895567,1762,6379.0,20.0,66.4167286245352,61.24784917684549,1883,183.2460732984293
6826.0,8118.0,109,15.0,44.61339387060149,24.791259931895567,1762,8118.0,21.0,64.17975055025681,39.49391049156269,1363,285.34031413612564
6826.0,11392.0,76,15.0,44.61339387060149,24.791259931895567,1762,11392.0,8.0,67.8902412280701,33.57807017543855,912,198.95287958115182
6826.0,17304.0,131,15.0,44.61339387060149,24.791259931895567,1762,17304.0,24.0,66.18260869565209,11.095388669301725,759,342.9319371727749
6826.0,20055.0,184,15.0,44.61339387060149,24.791259931895567,1762,20055.0,1.0,12.787648456057005,40.270387965162236,1263,481.67539267015707
8118.0,5203.0,134,21.0,64.17975055025681,39.49391049156269,1363,5203.0,5.0,59.208201754386025,40.24263157894733,2280,350.7853403141361
8118.0,5211.0,97,21.0,64.17975055025681,39.49391049156269,1363,5211.0,18.0,66.76817917393831,11.51378708551485,1719,253.92670157068065
8118.0,5213.0,127,21.0,64.17975055025681,39.49391049156269,1363,5213.0,3.0,45.092068361086724,52.69219982471526,2282,332.4607329842932
8118.0,5246.0,63,21.0,64.17975055025681,39.49391049156269,1363,5246.0,9.0,79.3716951788491,36.28895800933122,643,164.9214659685864
8118.0,5470.0,71,21.0,64.17975055025681,39.49391049156269,1363,5470.0,4.0,65.65967399007789,40.109851169383454,1411,185.86387434554973
8118.0,5487.0,98,21.0,64.17975055025681,39.49391049156269,1363,5487.0,17.0,77.11286307053935,32.8502074688796,964,256.544502617801
8118.0,5503.0,189,21.0,64.17975055025681,39.49391049156269,1363,5503.0,10.0,79.8131652661065,50.179458450046575,2142,494.76439790575915
8118.0,6374.0,60,21.0,64.17975055025681,39.49391049156269,1363,6374.0,2.0,64.9714801444042,61.71249097472928,1385,157.06806282722513
8118.0,6379.0,123,21.0,64.17975055025681,39.49391049156269,1363,6379.0,20.0,66.4167286245352,61.24784917684549,1883,321.9895287958115
8118.0,6826.0,77,21.0,64.17975055025681,39.49391049156269,1363,6826.0,15.0,44.61339387060149,24.791259931895567,1762,201.57068062827224
8118.0,8206.0,60,21.0,64.17975055025681,39.49391049156269,1363,8206.0,22.0,67.78333333333326,50.3590759075907,1212,157.06806282722513
8206.0,5203.0,108,22.0,67.78333333333326,50.3590759075907,1212,5203.0,5.0,59.208201754386025,40.24263157894733,2280,282.72251308900525
8206.0,5211.0,70,22.0,67.78333333333326,50.3590759075907,1212,5211.0,18.0,66.76817917393831,11.51378708551485,1719,183.2460732984293
8206.0,5213.0,97,22.0,67.78333333333326,50.3590759075907,1212,5213.0,3.0,45.092068361086724,52.69219982471526,2282,253.92670157068065
8206.0,5503.0,264,22.0,67.78333333333326,50.3590759075907,1212,5503.0,10.0,79.8131652661065,50.179458450046575,2142,691.0994764397906
8206.0,6374.0,140,22.0,67.78333333333326,50.3590759075907,1212,6374.0,2.0,64.9714801444042,61.71249097472928,1385,366.4921465968586
8206.0,6379.0,110,22.0,67.78333333333326,50.3590759075907,1212,6379.0,20.0,66.4167286245352,61.24784917684549,1883,287.9581151832461
11392.0,5203.0,85,8.0,67.8902412280701,33.57807017543855,912,5203.0,5.0,59.208201754386025,40.24263157894733,2280,222.51308900523563
11392.0,5213.0,67,8.0,67.8902412280701,33.57807017543855,912,5213.0,3.0,45.092068361086724,52.69219982471526,2282,175.39267015706804
11392.0,5487.0,68,8.0,67.8902412280701,33.57807017543855,912,5487.0,17.0,77.11286307053935,32.8502074688796,964,178.01047120418846
11392.0,5503.0,143,8.0,67.8902412280701,33.57807017543855,912,5503.0,10.0,79.8131652661065,50.179458450046575,2142,374.34554973821986
11392.0,17304.0,80,8.0,67.8902412280701,33.57807017543855,912,17304.0,24.0,66.18260869565209,11.095388669301725,759,209.4240837696335
17304.0,5203.0,68,24.0,66.18260869565209,11.095388669301725,759,5203.0,5.0,59.208201754386025,40.24263157894733,2280,178.01047120418846
17304.0,5487.0,72,24.0,66.18260869565209,11.095388669301725,759,5487.0,17.0,77.11286307053935,32.8502074688796,964,188.48167539267016
17304.0,6826.0,127,24.0,66.18260869565209,11.095388669301725,759,6826.0,15.0,44.61339387060149,24.791259931895567,1762,332.4607329842932
17304.0,11392.0,89,24.0,66.18260869565209,11.095388669301725,759,11392.0,8.0,67.8902412280701,33.57807017543855,912,232.98429319371726
17304.0,30756.0,86,24.0,66.18260869565209,11.095388669301725,759,30756.0,31.0,84.77228381374717,23.386474501108644,451,225.13089005235602
20055.0,5203.0,87,1.0,12.787648456057005,40.270387965162236,1263,5203.0,5.0,59.208201754386025,40.24263157894733,2280,227.74869109947642
20055.0,5213.0,208,1.0,12.787648456057005,40.270387965162236,1263,5213.0,3.0,45.092068361086724,52.69219982471526,2282,544.5026178010471
20055.0,5487.0,60,1.0,12.787648456057005,40.270387965162236,1263,5487.0,17.0,77.11286307053935,32.8502074688796,964,157.06806282722513
20055.0,5492.0,79,1.0,12.787648456057005,40.270387965162236,1263,5492.0,23.0,45.27957920792084,28.250495049504924,808,206.8062827225131
20055.0,6374.0,70,1.0,12.787648456057005,40.270387965162236,1263,6374.0,2.0,64.9714801444042,61.71249097472928,1385,183.2460732984293
20055.0,6379.0,89,1.0,12.787648456057005,40.270387965162236,1263,6379.0,20.0,66.4167286245352,61.24784917684549,1883,232.98429319371726
20055.0,6826.0,182,1.0,12.787648456057005,40.270387965162236,1263,6826.0,15.0,44.61339387060149,24.791259931895567,1762,476.4397905759162
20055.0,8118.0,69,1.0,12.787648456057005,40.270387965162236,1263,8118.0,21.0,64.17975055025681,39.49391049156269,1363,180.62827225130889
24841.0,5211.0,83,28.0,73.2115473441108,29.098383371824504,433,5211.0,18.0,66.76817917393831,11.51378708551485,1719,217.27748691099478
24841.0,5503.0,66,28.0,73.2115473441108,29.098383371824504,433,5503.0,10.0,79.8131652661065,50.179458450046575,2142,172.77486910994764
30756.0,5211.0,88,31.0,84.77228381374717,23.386474501108644,451,5211.0,18.0,66.76817917393831,11.51378708551485,1719,230.36649214659684
30756.0,5503.0,60,31.0,84.77228381374717,23.386474501108644,451,5503.0,10.0,79.8131652661065,50.179458450046575,2142,157.06806282722513
