minute,second,team,playerName,type,outcomeType,x,y,endX,endY
14,40.0,Real Madrid,Danilo,BallRecovery,Successful,30.3,9.4,,
14,40.0,Real Madrid,Danilo,Pass,Unsuccessful,31.2,10.0,52.7,48.5
14,43.0,Barcelona,Ivan Rakitic,Pass,Successful,47.4,54.3,48.1,68.2
14,45.0,Barcelona,Andrés Iniesta,BallRecovery,Successful,48.1,68.2,,
14,45.0,Barcelona,Andrés Iniesta,Pass,Successful,48.1,68.2,41.6,64.0
14,49.0,Barcelona,Sergio Busquets,Pass,Successful,43.6,62.6,47.7,16.2
14,52.0,Barcelona,Dani Alves,Pass,Successful,52.7,15.8,58.2,23.7
14,53.0,Barcelona,Ivan Rakitic,Pass,Successful,58.2,23.7,45.8,24.1
14,55.0,Barcelona,Dani Alves,Pass,Successful,44.9,25.6,52.1,36.0
14,57.0,Barcelona,Sergio Busquets,Pass,Successful,46.0,46.6,53.5,55.4
14,59.0,Barcelona,Andrés Iniesta,Pass,Successful,53.3,52.7,46.0,35.5
15,0.0,Barcelona,Dani Alves,Pass,Successful,46.0,35.5,56.8,35.5
15,1.0,Barcelona,Sergi Roberto,Pass,Successful,56.8,35.5,48.6,35.1
15,2.0,Barcelona,Dani Alves,Pass,Unsuccessful,48.6,35.1,62.3,36.0
15,4.0,Real Madrid,Luka Modric,BallRecovery,Successful,39.1,61.2,,
15,5.0,Real Madrid,Luka Modric,Pass,Successful,41.5,59.4,58.5,39.8
15,6.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,58.5,39.8,52.7,42.1
15,7.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,52.7,42.1,65.5,34.3
15,9.0,Barcelona,Jordi Alba,BallRecovery,Successful,35.4,69.0,,
15,9.0,Barcelona,Jordi Alba,Pass,Successful,34.3,69.1,36.3,62.3
15,14.0,Barcelona,Sergio Busquets,BallTouch,Successful,37.0,63.3,,
16,20.0,Real Madrid,Danilo,Pass,Successful,57.8,0.0,58.2,9.2
16,22.0,Real Madrid,James Rodríguez,BallTouch,Successful,58.2,9.2,,
16,25.0,Barcelona,Claudio Bravo,KeeperPickup,Successful,9.8,60.2,,
16,38.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,12.9,41.2,69.9,65.5
16,42.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,23.3,33.6,33.7,37.4
16,44.0,Barcelona,Luis Suárez,Pass,Successful,67.5,61.7,59.1,61.4
16,46.0,Barcelona,Andrés Iniesta,Pass,Successful,56.3,64.8,61.5,90.8
16,51.0,Real Madrid,James Rodríguez,BlockedPass,Successful,23.1,22.7,,
16,51.0,Barcelona,Jordi Alba,Pass,Unsuccessful,76.0,81.4,76.3,77.3
16,52.0,Real Madrid,Keylor Navas,KeeperPickup,Successful,8.5,51.6,,
16,53.0,Real Madrid,Keylor Navas,Pass,Successful,8.5,51.6,19.4,70.3
17,1.0,Real Madrid,Sergio Ramos,Pass,Successful,38.2,73.6,80.0,29.8
17,8.0,Real Madrid,Gareth Bale,Pass,Successful,96.3,6.5,77.1,17.4
17,11.0,Real Madrid,James Rodríguez,Pass,Successful,75.9,20.7,73.3,29.2
17,13.0,Real Madrid,Luka Modric,Pass,Successful,74.7,28.8,83.6,6.8
17,17.0,Real Madrid,Gareth Bale,Pass,Unsuccessful,79.3,8.8,91.8,53.9
17,20.0,Real Madrid,Cristiano Ronaldo,Foul,Unsuccessful,92.2,57.9,,
17,20.0,Barcelona,Dani Alves,Foul,Successful,7.8,42.1,,
17,53.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,9.8,46.3,59.5,93.8
17,56.0,Real Madrid,Gareth Bale,BallTouch,Successful,33.8,9.1,,
18,13.0,Barcelona,Jordi Alba,Pass,Successful,56.1,100.0,55.3,91.2
18,14.0,Barcelona,Neymar,Pass,Successful,57.6,90.7,55.0,95.0
18,15.0,Barcelona,Jordi Alba,Pass,Successful,45.4,94.5,27.9,50.1
18,19.0,Barcelona,Gerard Piqué,Pass,Successful,27.9,50.1,7.9,54.3
18,24.0,Barcelona,Claudio Bravo,Pass,Successful,12.7,59.4,16.2,91.7
18,26.0,Barcelona,Javier Mascherano,Pass,Successful,17.5,93.6,23.9,97.5
18,27.0,Barcelona,Jordi Alba,Pass,Successful,25.6,97.5,29.0,69.9
18,31.0,Barcelona,Sergio Busquets,Pass,Successful,25.2,65.2,21.6,45.7
18,32.0,Barcelona,Gerard Piqué,Pass,Successful,21.6,45.7,7.3,52.7
18,35.0,Barcelona,Claudio Bravo,Pass,Successful,9.0,54.3,12.5,84.5
18,38.0,Barcelona,Javier Mascherano,Pass,Successful,11.7,89.4,18.7,95.9
18,40.0,Barcelona,Jordi Alba,TakeOn,Unsuccessful,18.8,94.1,,
18,40.0,Real Madrid,James Rodríguez,Tackle,Successful,81.2,5.9,,
18,41.0,Real Madrid,Karim Benzema,BallTouch,Successful,77.6,9.9,,
18,42.0,Barcelona,Andrés Iniesta,Pass,Unsuccessful,31.3,92.3,29.6,81.6
18,43.0,Real Madrid,Gareth Bale,Interception,Successful,71.7,17.4,,
18,44.0,Barcelona,Jordi Alba,BallTouch,Successful,28.1,81.4,,
18,46.0,Barcelona,Ivan Rakitic,Pass,Successful,31.6,61.2,30.8,26.4
18,51.0,Barcelona,Dani Alves,BallTouch,Successful,34.6,25.8,,
19,25.0,Real Madrid,Marcelo,Pass,Successful,40.9,100.0,55.4,93.9
19,26.0,Real Madrid,Cristiano Ronaldo,BallTouch,Successful,55.5,93.8,,
19,28.0,Barcelona,Gerard Piqué,BallRecovery,Successful,39.0,29.8,,
19,29.0,Barcelona,Gerard Piqué,Pass,Successful,42.4,32.7,55.5,35.1
19,30.0,Barcelona,Luis Suárez,Pass,Successful,55.5,35.1,36.6,19.1
19,32.0,Barcelona,Dani Alves,Pass,Successful,36.6,19.1,43.3,25.8
19,33.0,Barcelona,Ivan Rakitic,Pass,Successful,43.3,25.8,34.3,25.6
19,34.0,Barcelona,Dani Alves,Pass,Successful,33.6,28.6,43.0,32.1
19,35.0,Barcelona,Sergio Busquets,Pass,Unsuccessful,43.0,32.1,43.9,26.2
19,36.0,Real Madrid,Marcelo,Interception,Successful,59.1,79.6,,
19,38.0,Real Madrid,Toni Kroos,Pass,Successful,64.9,73.6,64.0,89.4
19,39.0,Real Madrid,Cristiano Ronaldo,BallRecovery,Successful,64.0,89.4,,
19,40.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,61.9,87.2,55.6,64.0
19,43.0,Real Madrid,Luka Modric,Pass,Successful,60.0,75.1,73.1,71.8
19,45.0,Real Madrid,Marcelo,Pass,Unsuccessful,73.1,71.5,80.0,88.4
19,47.0,Barcelona,Dani Alves,Pass,Unsuccessful,19.8,8.2,31.3,10.4
19,49.0,Real Madrid,Cristiano Ronaldo,Interception,Successful,70.8,87.8,,
19,50.0,Barcelona,Luis Suárez,BallRecovery,Successful,39.4,31.8,,
19,51.0,Barcelona,Luis Suárez,Pass,Unsuccessful,43.1,33.3,56.6,57.0
19,53.0,Real Madrid,Danilo,BallRecovery,Successful,45.3,44.3,,
19,53.0,Real Madrid,Danilo,Pass,Successful,45.5,44.5,53.6,42.7
19,55.0,Real Madrid,James Rodríguez,Pass,Successful,53.6,42.7,43.8,40.7
19,56.0,Real Madrid,Danilo,Pass,Successful,43.8,40.7,45.4,50.4
19,57.0,Real Madrid,Toni Kroos,Pass,Successful,45.4,50.4,54.0,52.8
19,59.0,Real Madrid,Luka Modric,Pass,Successful,50.4,48.8,58.2,29.7
20,1.0,Real Madrid,James Rodríguez,Pass,Successful,58.2,29.7,67.5,34.8
20,2.0,Real Madrid,Gareth Bale,Pass,Successful,67.5,34.8,63.6,35.2
20,4.0,Real Madrid,James Rodríguez,Pass,Successful,63.1,40.1,60.5,60.2
20,7.0,Real Madrid,Toni Kroos,Pass,Successful,61.3,57.6,68.2,11.9
20,10.0,Real Madrid,Danilo,Pass,Successful,68.2,11.9,60.4,26.5
20,13.0,Real Madrid,Luka Modric,Pass,Successful,59.2,36.0,60.7,40.6
20,14.0,Real Madrid,Toni Kroos,BallTouch,Successful,60.7,40.6,,
20,17.0,Barcelona,Neymar,BallRecovery,Successful,43.9,75.9,,
20,17.0,Barcelona,Neymar,Pass,Successful,45.4,75.0,56.9,94.5
20,22.0,Real Madrid,Raphaël Varane,Foul,Unsuccessful,44.0,5.8,,
20,22.0,Barcelona,Luis Suárez,Foul,Successful,56.0,94.2,,
20,55.0,Barcelona,Jordi Alba,Pass,Successful,60.1,95.6,56.1,88.2
20,56.0,Barcelona,Andrés Iniesta,Pass,Successful,56.6,91.9,52.8,77.7
20,57.0,Barcelona,Sergio Busquets,Pass,Successful,52.4,78.1,47.0,94.2
21,,Real Madrid,Gareth Bale,OffsideGiven,Unsuccessful,68.0,29.5,,
21,1.0,Barcelona,Andrés Iniesta,Pass,Successful,47.3,93.8,28.9,43.1
21,8.0,Barcelona,Gerard Piqué,Pass,Unsuccessful,36.3,26.8,89.2,34.0
21,11.0,Real Madrid,Keylor Navas,KeeperSweeper,Successful,0.0,0.0,,
21,12.0,Real Madrid,Keylor Navas,KeeperPickup,Successful,7.8,63.7,,
21,18.0,Real Madrid,Keylor Navas,Pass,Successful,16.7,51.9,21.4,42.5
21,20.0,Real Madrid,Raphaël Varane,Pass,Successful,21.4,42.5,24.7,50.6
21,22.0,Real Madrid,Toni Kroos,Pass,Successful,24.7,50.6,39.0,37.9
21,24.0,Real Madrid,James Rodríguez,Pass,Successful,36.7,40.3,29.1,26.2
21,26.0,Real Madrid,Toni Kroos,Pass,Successful,28.9,26.1,24.1,36.4
21,29.0,Real Madrid,Raphaël Varane,Pass,Successful,24.1,35.1,62.9,34.0
21,30.0,Real Madrid,Cristiano Ronaldo,Aerial,Successful,63.6,33.5,,
21,30.0,Barcelona,Javier Mascherano,Aerial,Unsuccessful,36.4,66.5,,
21,31.0,Real Madrid,Cristiano Ronaldo,OffsidePass,Successful,63.1,35.7,68.0,29.5
21,31.0,Barcelona,Gerard Piqué,OffsideProvoked,Successful,34.5,58.5,,
21,48.0,Barcelona,Javier Mascherano,Pass,Successful,31.2,62.6,31.9,93.3
21,52.0,Barcelona,Jordi Alba,Pass,Successful,30.0,87.7,32.6,64.2
21,54.0,Barcelona,Sergio Busquets,Pass,Successful,32.6,64.2,18.4,37.6
21,58.0,Barcelona,Gerard Piqué,Pass,Successful,17.2,33.4,6.3,45.7
22,1.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,7.6,42.2,59.2,52.7
22,5.0,Real Madrid,Raphaël Varane,Pass,Successful,42.8,44.9,51.2,43.6
22,6.0,Real Madrid,James Rodríguez,BallRecovery,Successful,48.5,43.3,,
22,7.0,Real Madrid,James Rodríguez,Pass,Successful,48.2,43.3,35.4,64.0
22,12.0,Real Madrid,Sergio Ramos,Pass,Unsuccessful,35.4,64.0,36.7,23.0
22,14.0,Barcelona,Neymar,BallRecovery,Successful,65.2,89.7,,
22,17.0,Real Madrid,James Rodríguez,Foul,Unsuccessful,25.1,24.8,,
22,17.0,Barcelona,Neymar,Foul,Successful,74.9,75.2,,
22,23.0,Real Madrid,James Rodríguez,Card,Successful,0.0,0.0,,
23,20.0,Barcelona,Neymar,SavedShot,Successful,76.5,71.9,,
23,20.0,Real Madrid,Keylor Navas,Save,Successful,1.1,52.0,,
23,21.0,Real Madrid,Keylor Navas,KeeperPickup,Successful,0.9,51.6,,
23,36.0,Real Madrid,Keylor Navas,Pass,Successful,15.6,48.7,20.7,43.4
23,37.0,Real Madrid,Raphaël Varane,Pass,Successful,20.7,43.4,8.0,47.9
23,39.0,Real Madrid,Keylor Navas,Pass,Successful,8.1,47.9,46.5,78.4
23,42.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,46.5,78.4,36.9,88.6
23,44.0,Real Madrid,Marcelo,Pass,Successful,36.9,88.6,34.2,74.2
23,46.0,Real Madrid,Toni Kroos,Pass,Successful,34.2,74.2,29.2,75.1
23,47.0,Real Madrid,Sergio Ramos,Pass,Successful,29.2,75.1,25.0,51.8
23,51.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,28.8,61.8,46.2,55.1
23,52.0,Barcelona,Sergio Busquets,Pass,Successful,55.5,44.6,63.2,37.3
23,54.0,Barcelona,Ivan Rakitic,BallRecovery,Successful,63.2,37.3,,
23,54.0,Barcelona,Ivan Rakitic,Pass,Successful,63.2,37.3,70.6,48.2
23,58.0,Barcelona,Andrés Iniesta,Pass,Successful,77.0,44.8,77.0,36.7
23,59.0,Barcelona,Ivan Rakitic,Pass,Successful,77.0,36.7,88.9,50.3
24,1.0,Barcelona,Sergi Roberto,MissedShots,Successful,89.2,50.3,,
24,10.0,Real Madrid,Keylor Navas,Pass,Successful,5.2,42.2,35.8,5.3
24,11.0,Real Madrid,Danilo,Pass,Successful,35.8,5.3,52.8,52.7
24,15.0,Real Madrid,Karim Benzema,Foul,Successful,52.1,48.8,,
24,15.0,Barcelona,Ivan Rakitic,Foul,Unsuccessful,47.9,51.2,,
24,20.0,Real Madrid,Toni Kroos,Pass,Successful,48.4,56.1,55.8,53.4
24,21.0,Real Madrid,Gareth Bale,Pass,Successful,55.3,54.8,51.1,59.4
24,23.0,Real Madrid,Toni Kroos,Pass,Successful,52.0,65.5,60.7,76.1
24,25.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,61.9,67.5,65.5,62.9
24,27.0,Real Madrid,Karim Benzema,Dispossessed,Successful,66.2,67.4,,
24,27.0,Barcelona,Sergio Busquets,Tackle,Successful,33.8,32.6,,
24,28.0,Barcelona,Sergi Roberto,BallRecovery,Successful,34.8,24.6,,
24,29.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,36.8,29.9,39.3,34.9
24,30.0,Real Madrid,Toni Kroos,Interception,Successful,60.2,69.2,,
24,31.0,Real Madrid,Toni Kroos,Pass,Successful,60.4,67.0,62.8,75.0
24,32.0,Real Madrid,Marcelo,Pass,Successful,62.4,73.0,59.8,64.7
24,34.0,Real Madrid,Toni Kroos,Foul,Successful,60.4,68.8,,
24,34.0,Barcelona,Ivan Rakitic,Foul,Unsuccessful,39.6,31.2,,
24,42.0,Real Madrid,Toni Kroos,Pass,Successful,61.1,68.1,66.3,59.6
24,43.0,Real Madrid,James Rodríguez,Pass,Successful,66.5,59.1,73.7,64.8
24,44.0,Real Madrid,Karim Benzema,Pass,Successful,73.7,64.8,71.4,57.5
24,45.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,71.4,57.3,75.9,63.7
24,46.0,Barcelona,Gerard Piqué,Interception,Successful,26.3,39.7,,
24,47.0,Barcelona,Andrés Iniesta,BallRecovery,Successful,29.7,45.8,,
24,49.0,Barcelona,Andrés Iniesta,Pass,Successful,36.9,44.5,52.0,48.7
24,52.0,Barcelona,Luis Suárez,Pass,Unsuccessful,52.6,55.8,56.9,64.6
24,53.0,Real Madrid,Raphaël Varane,BallRecovery,Successful,44.2,34.9,,
24,53.0,Real Madrid,Raphaël Varane,Pass,Successful,45.6,33.1,60.5,28.2
24,59.0,Real Madrid,Gareth Bale,TakeOn,Unsuccessful,79.9,14.5,,
24,59.0,Barcelona,Sergio Busquets,Tackle,Successful,17.4,88.2,,
25,1.0,Barcelona,Jordi Alba,BallRecovery,Successful,16.0,94.2,,
25,1.0,Barcelona,Jordi Alba,Pass,Successful,16.0,94.2,23.5,95.7
25,2.0,Barcelona,Luis Suárez,Pass,Successful,24.1,95.9,15.0,94.7
25,3.0,Barcelona,Jordi Alba,Pass,Successful,15.0,94.7,11.4,81.2
25,4.0,Barcelona,Javier Mascherano,Pass,Successful,11.4,81.2,24.5,95.9
25,6.0,Barcelona,Luis Suárez,Pass,Unsuccessful,24.5,95.9,27.5,72.7
25,8.0,Real Madrid,Toni Kroos,BallRecovery,Successful,69.9,23.9,,
25,9.0,Real Madrid,Toni Kroos,Pass,Successful,65.7,27.7,54.6,47.5
25,13.0,Real Madrid,Sergio Ramos,Pass,Successful,62.6,44.9,66.1,35.2
25,17.0,Real Madrid,Luka Modric,Pass,Successful,67.2,37.3,62.8,67.2
25,19.0,Real Madrid,Sergio Ramos,Pass,Successful,62.8,67.2,71.9,91.4
25,23.0,Real Madrid,Marcelo,Pass,Unsuccessful,88.4,82.7,90.1,79.9
25,25.0,Barcelona,Dani Alves,Interception,Successful,11.1,19.7,,
25,31.0,Real Madrid,Marcelo,Pass,Successful,86.4,100.0,70.5,94.7
25,34.0,Real Madrid,Sergio Ramos,Pass,Successful,70.3,94.7,64.0,71.1
25,37.0,Real Madrid,Toni Kroos,Pass,Successful,65.0,65.5,93.1,18.5
25,39.0,Real Madrid,Danilo,Pass,Unsuccessful,93.1,18.5,100.0,41.0
27,0.0,Barcelona,Javier Mascherano,SubstitutionOff,Successful,0.0,0.0,,
27,0.0,Barcelona,Jeremy Mathieu,SubstitutionOn,Successful,0.0,0.0,,
27,14.0,Barcelona,Claudio Bravo,Pass,Successful,4.6,53.3,5.8,17.6
27,16.0,Barcelona,Gerard Piqué,Pass,Successful,5.8,17.6,3.5,40.4
27,17.0,Barcelona,Claudio Bravo,Pass,Successful,3.5,40.4,18.2,36.0
27,19.0,Barcelona,Sergio Busquets,Pass,Unsuccessful,18.5,38.0,30.2,43.9
27,21.0,Real Madrid,Luka Modric,BallRecovery,Successful,72.6,59.4,,
27,22.0,Real Madrid,Luka Modric,Pass,Successful,73.0,54.3,78.2,38.0
27,25.0,Real Madrid,James Rodríguez,SavedShot,Successful,78.5,41.2,,
27,25.0,Barcelona,Claudio Bravo,Save,Successful,2.5,52.8,,
27,26.0,Barcelona,Claudio Bravo,KeeperPickup,Successful,2.5,52.8,,
27,32.0,Barcelona,Claudio Bravo,Pass,Successful,11.9,46.7,27.7,10.9
27,33.0,Barcelona,Dani Alves,Pass,Successful,29.9,10.0,34.3,24.6
27,34.0,Barcelona,Ivan Rakitic,Pass,Successful,34.3,24.6,45.6,3.7
27,39.0,Barcelona,Sergi Roberto,Dispossessed,Successful,63.7,5.2,,
27,39.0,Real Madrid,Toni Kroos,Tackle,Successful,36.3,94.8,,
27,40.0,Real Madrid,Sergio Ramos,Clearance,Successful,35.8,98.5,37.3,100.0
27,52.0,Barcelona,Dani Alves,Pass,Successful,69.1,0.0,66.0,9.1
27,53.0,Barcelona,Ivan Rakitic,BallTouch,Successful,64.5,4.8,,
27,54.0,Barcelona,Dani Alves,Pass,Successful,68.0,2.1,76.1,2.3
27,55.0,Barcelona,Sergi Roberto,Pass,Successful,72.4,2.5,69.7,5.4
27,56.0,Barcelona,Luis Suárez,Pass,Successful,70.7,6.2,87.2,2.3
27,58.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,92.0,4.2,88.9,47.4
28,0.0,Real Madrid,Danilo,Clearance,Successful,10.4,52.4,30.6,28.9
28,4.0,Barcelona,Jordi Alba,Pass,Successful,67.0,72.1,69.8,66.9
28,5.0,Barcelona,Andrés Iniesta,Pass,Successful,69.8,66.9,80.9,88.7
28,11.0,Barcelona,Neymar,Pass,Successful,84.8,71.2,78.5,68.1
28,12.0,Barcelona,Luis Suárez,Pass,Successful,78.5,69.4,67.4,73.9
28,13.0,Barcelona,Andrés Iniesta,Pass,Successful,67.4,73.9,78.0,21.3
28,21.0,Barcelona,Sergi Roberto,Pass,Successful,78.2,25.6,80.6,49.7
28,22.0,Barcelona,Luis Suárez,Pass,Unsuccessful,80.6,49.7,77.2,61.4
28,24.0,Real Madrid,James Rodríguez,BallRecovery,Successful,22.1,41.6,,
28,25.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,22.1,41.6,37.1,63.6
28,26.0,Barcelona,Dani Alves,BallRecovery,Successful,61.8,36.1,,
28,28.0,Barcelona,Dani Alves,Pass,Successful,66.1,32.1,67.8,7.7
28,30.0,Barcelona,Sergi Roberto,Pass,Successful,67.8,9.4,62.6,17.6
28,32.0,Barcelona,Ivan Rakitic,Pass,Successful,61.0,21.3,67.5,41.2
28,33.0,Barcelona,Sergio Busquets,Pass,Successful,67.5,41.2,65.3,53.3
28,35.0,Barcelona,Andrés Iniesta,Pass,Successful,66.1,54.5,74.5,76.1
28,39.0,Barcelona,Neymar,Pass,Successful,80.4,70.0,94.0,75.9
28,40.0,Barcelona,Jordi Alba,Pass,Unsuccessful,93.9,73.8,95.2,54.4
28,41.0,Real Madrid,Raphaël Varane,Clearance,Unsuccessful,5.0,41.3,0.0,28.9
28,42.0,Real Madrid,Raphaël Varane,CornerAwarded,Unsuccessful,1.8,37.0,,
28,42.0,Barcelona,Jordi Alba,CornerAwarded,Successful,98.2,63.0,,
29,16.0,Barcelona,Neymar,Pass,Unsuccessful,99.5,99.5,96.9,52.5
29,18.0,Real Madrid,Keylor Navas,Claim,Unsuccessful,3.6,49.1,,
29,19.0,Real Madrid,Keylor Navas,KeeperPickup,Successful,3.6,49.1,,
29,20.0,Real Madrid,Keylor Navas,Pass,Successful,15.4,49.7,25.9,57.5
29,25.0,Real Madrid,Cristiano Ronaldo,Foul,Successful,45.9,52.8,,
29,25.0,Barcelona,Dani Alves,Foul,Unsuccessful,54.4,47.4,,
30,40.0,Barcelona,Dani Alves,Card,Successful,0.0,0.0,,
31,15.0,Real Madrid,Toni Kroos,Pass,Successful,46.9,55.1,46.6,51.2
31,17.0,Real Madrid,Luka Modric,Pass,Successful,47.1,49.6,51.7,24.9
31,19.0,Real Madrid,Raphaël Varane,Pass,Successful,52.6,23.9,60.5,4.7
31,21.0,Real Madrid,Danilo,Pass,Successful,60.5,4.6,43.1,13.5
31,26.0,Real Madrid,Raphaël Varane,Pass,Successful,36.8,16.8,14.1,44.0
31,30.0,Real Madrid,Keylor Navas,Pass,Successful,15.2,43.9,21.9,68.7
31,35.0,Real Madrid,Sergio Ramos,Pass,Successful,34.0,66.4,37.3,54.5
31,38.0,Real Madrid,Toni Kroos,Pass,Successful,39.3,60.3,32.1,70.2
31,40.0,Real Madrid,Sergio Ramos,Pass,Unsuccessful,35.1,67.2,74.6,70.2
31,43.0,Barcelona,Gerard Piqué,Pass,Successful,25.3,26.4,34.6,29.2
31,44.0,Barcelona,Sergio Busquets,BallRecovery,Successful,34.8,27.4,,
31,45.0,Barcelona,Sergio Busquets,Pass,Successful,34.8,27.3,43.1,18.0
31,47.0,Barcelona,Luis Suárez,Pass,Successful,43.8,21.0,53.3,28.2
31,49.0,Barcelona,Ivan Rakitic,Pass,Successful,48.9,27.7,43.3,28.3
31,50.0,Barcelona,Sergio Busquets,Pass,Successful,43.6,28.2,45.7,6.2
31,53.0,Barcelona,Sergi Roberto,Pass,Successful,45.7,6.2,45.7,25.0
31,54.0,Barcelona,Sergio Busquets,Pass,Unsuccessful,45.7,25.0,64.8,23.1
31,55.0,Real Madrid,Marcelo,Pass,Successful,41.0,82.1,45.9,76.7
31,56.0,Real Madrid,Luka Modric,Pass,Successful,45.9,76.7,43.1,85.1
31,57.0,Real Madrid,Toni Kroos,BallRecovery,Successful,43.1,85.1,,
31,58.0,Real Madrid,Toni Kroos,Pass,Successful,43.1,85.1,36.6,87.1
31,59.0,Real Madrid,Sergio Ramos,Pass,Successful,36.6,87.1,40.6,78.8
32,1.0,Real Madrid,Marcelo,Pass,Unsuccessful,39.7,84.5,48.3,89.2
32,3.0,Barcelona,Sergi Roberto,Interception,Successful,50.2,12.0,,
32,6.0,Barcelona,Gerard Piqué,BallRecovery,Successful,29.0,14.3,,
32,6.0,Barcelona,Gerard Piqué,Pass,Successful,29.0,14.3,8.8,37.9
32,9.0,Barcelona,Claudio Bravo,Pass,Successful,8.8,37.9,12.0,14.4
32,12.0,Barcelona,Gerard Piqué,Pass,Unsuccessful,16.7,7.1,39.6,0.0
32,26.0,Real Madrid,Marcelo,Pass,Successful,65.0,100.0,56.7,91.8
32,28.0,Real Madrid,Toni Kroos,Pass,Successful,54.1,92.4,42.9,83.2
32,31.0,Real Madrid,Sergio Ramos,Pass,Successful,40.2,79.4,39.2,41.6
32,35.0,Real Madrid,Raphaël Varane,Pass,Successful,37.8,51.8,15.2,54.3
32,37.0,Real Madrid,Keylor Navas,Pass,Successful,15.2,54.3,23.9,83.9
32,43.0,Real Madrid,Sergio Ramos,Pass,Unsuccessful,25.7,90.9,61.2,92.4
32,45.0,Barcelona,Dani Alves,Pass,Unsuccessful,37.3,6.8,58.2,13.8
32,46.0,Real Madrid,Marcelo,Pass,Unsuccessful,46.9,85.9,59.9,81.1
32,48.0,Barcelona,Dani Alves,BallRecovery,Successful,38.2,11.6,,
32,51.0,Barcelona,Dani Alves,Pass,Successful,37.7,6.5,48.5,4.9
32,52.0,Barcelona,Sergio Busquets,Pass,Successful,48.5,4.9,43.1,11.6
32,54.0,Barcelona,Dani Alves,Pass,Successful,43.1,11.6,56.6,5.9
32,55.0,Barcelona,Ivan Rakitic,Pass,Successful,56.6,5.9,46.6,4.0
33,2.0,Barcelona,Sergio Busquets,Pass,Successful,53.1,6.7,40.7,68.4
33,5.0,Barcelona,Jordi Alba,Pass,Successful,42.6,73.0,55.8,88.0
33,7.0,Barcelona,Neymar,Pass,Successful,55.8,88.0,48.1,78.5
33,9.0,Barcelona,Jordi Alba,Pass,Successful,48.1,77.9,52.1,70.9
33,10.0,Barcelona,Andrés Iniesta,Pass,Successful,53.1,69.0,51.6,81.4
33,11.0,Barcelona,Jordi Alba,Pass,Successful,53.4,81.5,58.1,82.0
33,12.0,Barcelona,Andrés Iniesta,Pass,Unsuccessful,58.1,82.0,67.0,100.0
33,16.0,Real Madrid,Danilo,Pass,Successful,27.8,0.0,34.3,12.3
33,18.0,Real Madrid,Luka Modric,Foul,Successful,36.2,12.0,,
33,18.0,Barcelona,Andrés Iniesta,Foul,Unsuccessful,63.8,88.0,,
33,25.0,Real Madrid,Luka Modric,Pass,Successful,34.3,12.3,37.1,23.0
33,29.0,Real Madrid,Toni Kroos,Pass,Successful,41.4,37.7,36.6,24.9
33,33.0,Real Madrid,Luka Modric,Pass,Successful,45.6,20.1,64.0,5.0
33,35.0,Real Madrid,Danilo,Pass,Successful,64.7,3.7,71.3,11.0
33,36.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,71.3,11.0,70.2,10.4
33,38.0,Barcelona,Neymar,BlockedPass,Successful,35.0,94.1,,
33,40.0,Real Madrid,Luka Modric,Foul,Unsuccessful,65.2,16.0,,
33,40.0,Barcelona,Ivan Rakitic,Foul,Successful,34.8,84.0,,
34,1.0,Barcelona,Jeremy Mathieu,Pass,Successful,36.5,83.2,42.6,72.9
34,2.0,Barcelona,Sergio Busquets,Pass,Successful,42.8,71.2,55.1,72.3
34,3.0,Barcelona,Luis Suárez,Pass,Successful,55.1,72.3,56.8,90.2
34,5.0,Barcelona,Andrés Iniesta,Pass,Successful,62.7,92.7,75.0,96.9
34,8.0,Barcelona,Neymar,Pass,Unsuccessful,82.9,81.8,84.6,68.8
34,9.0,Real Madrid,Raphaël Varane,Clearance,Successful,15.1,34.2,15.7,33.8
34,10.0,Barcelona,Luis Suárez,BallTouch,Successful,78.1,69.4,,
34,12.0,Real Madrid,Luka Modric,Pass,Unsuccessful,19.7,32.4,27.7,52.7
34,14.0,Barcelona,Sergio Busquets,Pass,Successful,70.2,42.8,70.8,33.4
34,15.0,Barcelona,Ivan Rakitic,Pass,Successful,70.8,33.4,66.5,50.6
34,18.0,Barcelona,Dani Alves,Dispossessed,Successful,65.0,49.2,,
34,18.0,Real Madrid,Cristiano Ronaldo,Tackle,Unsuccessful,35.0,50.8,,
34,19.0,Barcelona,Dani Alves,Pass,Successful,62.0,51.3,45.6,51.3
34,21.0,Barcelona,Gerard Piqué,Pass,Successful,46.6,54.2,54.2,67.3
34,24.0,Barcelona,Andrés Iniesta,Pass,Successful,55.0,71.2,58.2,91.4
