minute,second,team,playerName,type,outcomeType,x,y,endX,endY
34,25.0,Barcelona,Jordi Alba,Pass,Successful,58.2,91.4,55.2,78.4
34,28.0,Barcelona,Andrés Iniesta,Pass,Successful,53.5,79.0,41.5,67.3
34,30.0,Barcelona,Jeremy Mathieu,Pass,Successful,41.5,67.3,34.6,37.9
34,34.0,Barcelona,Gerard Piqué,Pass,Successful,37.5,23.3,41.4,5.5
34,36.0,Barcelona,Dani Alves,Pass,Successful,41.4,5.5,54.3,7.0
34,41.0,Barcelona,Ivan Rakitic,Pass,Successful,40.8,5.2,24.4,9.1
34,44.0,Barcelona,Gerard Piqué,Pass,Successful,17.9,15.0,18.0,63.6
34,47.0,Barcelona,Jeremy Mathieu,Pass,Successful,18.5,69.1,21.7,92.7
34,50.0,Barcelona,Jordi Alba,Pass,Successful,24.4,94.8,45.7,95.0
34,52.0,Barcelona,Andrés Iniesta,Pass,Successful,45.7,95.0,57.0,76.4
34,54.0,Barcelona,Luis Suárez,Pass,Unsuccessful,59.0,78.4,71.5,77.6
34,55.0,Real Madrid,Raphaël Varane,Pass,Successful,24.1,23.4,26.0,14.0
34,56.0,Real Madrid,Danilo,BallRecovery,Successful,26.0,14.0,,
34,59.0,Real Madrid,Danilo,Pass,Successful,39.7,21.5,43.2,38.0
35,0.0,Real Madrid,Toni Kroos,Pass,Successful,43.2,38.0,44.8,33.6
35,2.0,Real Madrid,Danilo,Pass,Successful,44.8,33.6,34.0,59.4
35,3.0,Real Madrid,Sergio Ramos,Pass,Successful,34.0,59.4,47.5,84.1
35,11.0,Real Madrid,Marcelo,Pass,Successful,63.0,94.1,52.7,88.4
35,14.0,Real Madrid,Sergio Ramos,Pass,Successful,47.3,89.4,45.1,53.6
35,16.0,Real Madrid,Raphaël Varane,Pass,Successful,45.1,53.6,46.4,45.2
35,20.0,Real Madrid,Luka Modric,Pass,Successful,47.1,29.5,51.6,6.5
35,22.0,Real Madrid,Danilo,Pass,Unsuccessful,51.5,6.4,68.3,0.0
35,33.0,Barcelona,Jordi Alba,Pass,Successful,35.8,100.0,20.9,92.4
35,34.0,Barcelona,Jeremy Mathieu,Pass,Successful,21.8,87.8,10.3,70.2
35,40.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,11.0,64.8,47.7,49.9
35,42.0,Real Madrid,Sergio Ramos,Pass,Successful,54.3,54.3,58.1,66.1
35,43.0,Real Madrid,Marcelo,BallRecovery,Successful,57.9,66.1,,
35,44.0,Real Madrid,Marcelo,Pass,Unsuccessful,57.9,66.1,88.1,62.7
35,47.0,Barcelona,Claudio Bravo,KeeperPickup,Successful,9.4,42.4,,
35,57.0,Barcelona,Claudio Bravo,Pass,Successful,13.2,37.4,43.0,3.2
35,59.0,Barcelona,Dani Alves,Pass,Successful,43.7,4.6,47.2,10.4
36,0.0,Barcelona,Sergi Roberto,Pass,Successful,47.2,10.4,44.4,15.6
36,2.0,Real Madrid,Toni Kroos,Challenge,Unsuccessful,53.2,79.4,,
36,2.0,Barcelona,Dani Alves,TakeOn,Successful,46.8,20.6,,
36,3.0,Real Madrid,Marcelo,Challenge,Unsuccessful,47.4,73.9,,
36,3.0,Barcelona,Dani Alves,TakeOn,Successful,52.6,26.1,,
36,4.0,Barcelona,Dani Alves,Pass,Successful,54.3,19.6,53.6,26.8
36,5.0,Barcelona,Luis Suárez,Pass,Successful,55.1,25.4,66.1,3.6
36,8.0,Barcelona,Sergi Roberto,Pass,Successful,65.9,10.3,51.8,25.6
36,13.0,Barcelona,Ivan Rakitic,BallTouch,Successful,52.5,28.8,,
36,49.0,Real Madrid,Marcelo,Pass,Successful,32.4,100.0,28.9,93.3
36,50.0,Real Madrid,Sergio Ramos,BallTouch,Successful,28.9,93.3,,
36,51.0,Barcelona,Gerard Piqué,Pass,Successful,23.6,25.0,23.4,64.5
36,54.0,Barcelona,Jeremy Mathieu,BallRecovery,Successful,26.1,73.3,,
36,54.0,Barcelona,Jeremy Mathieu,Pass,Successful,26.1,73.3,29.4,93.3
36,56.0,Barcelona,Jordi Alba,Pass,Successful,30.3,94.1,44.4,96.6
36,58.0,Barcelona,Neymar,Dispossessed,Successful,39.6,96.3,,
36,58.0,Real Madrid,Danilo,Tackle,Successful,60.4,3.7,,
36,59.0,Real Madrid,James Rodríguez,BallRecovery,Successful,66.4,3.1,,
37,0.0,Real Madrid,James Rodríguez,Pass,Successful,67.1,6.8,63.9,20.9
37,1.0,Real Madrid,Danilo,Pass,Successful,63.9,20.9,57.0,38.6
37,2.0,Real Madrid,Toni Kroos,Pass,Successful,57.0,38.6,67.9,49.4
37,5.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,68.3,44.2,73.5,31.0
37,7.0,Real Madrid,James Rodríguez,Pass,Successful,73.2,23.3,91.8,13.2
37,9.0,Real Madrid,Luka Modric,Pass,Unsuccessful,95.0,13.8,95.6,40.1
37,10.0,Barcelona,Jeremy Mathieu,Clearance,Successful,3.2,60.5,4.2,40.9
37,11.0,Real Madrid,Karim Benzema,BallTouch,Unsuccessful,96.3,62.3,,
37,12.0,Real Madrid,Karim Benzema,ChanceMissed,Unsuccessful,0.0,0.0,,
37,14.0,Barcelona,Ivan Rakitic,Pass,Unsuccessful,12.6,43.4,25.6,31.3
37,15.0,Real Madrid,Marcelo,Pass,Successful,76.3,73.8,79.5,81.7
37,20.0,Real Madrid,Gareth Bale,Pass,Successful,77.8,86.3,75.8,71.8
37,21.0,Real Madrid,Marcelo,Pass,Successful,75.8,71.8,95.6,83.2
37,23.0,Real Madrid,Gareth Bale,Pass,Unsuccessful,98.2,81.1,98.1,41.5
37,27.0,Barcelona,Claudio Bravo,Claim,Unsuccessful,1.7,59.0,,
37,28.0,Real Madrid,Cristiano Ronaldo,Pass,Unsuccessful,98.3,40.0,97.0,44.1
37,29.0,Barcelona,Jeremy Mathieu,Clearance,Successful,4.8,56.6,56.9,29.1
37,33.0,Real Madrid,Raphaël Varane,Pass,Successful,48.0,76.7,60.5,90.5
37,40.0,Real Madrid,Marcelo,Pass,Unsuccessful,64.7,95.1,73.9,90.3
37,41.0,Barcelona,Gerard Piqué,BallRecovery,Successful,25.6,12.3,,
37,41.0,Barcelona,Gerard Piqué,Pass,Successful,25.6,12.3,28.5,5.3
37,43.0,Barcelona,Ivan Rakitic,Pass,Successful,27.0,5.2,32.2,16.7
37,44.0,Barcelona,Dani Alves,Pass,Successful,32.2,16.7,37.2,3.5
37,46.0,Real Madrid,Toni Kroos,BlockedPass,Successful,65.4,98.4,,
37,46.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,37.4,4.1,37.5,5.8
37,47.0,Barcelona,Sergi Roberto,BallTouch,Successful,37.2,4.4,,
37,53.0,Real Madrid,Marcelo,Pass,Successful,68.5,100.0,62.8,88.6
37,54.0,Real Madrid,Toni Kroos,Pass,Successful,62.8,88.6,63.5,96.5
37,55.0,Real Madrid,Marcelo,Pass,Successful,63.5,96.5,40.6,90.0
37,58.0,Real Madrid,Sergio Ramos,Pass,Successful,40.6,90.0,46.0,73.3
38,2.0,Real Madrid,Toni Kroos,Pass,Successful,45.7,56.7,51.7,14.5
38,6.0,Real Madrid,Danilo,Pass,Successful,52.0,14.4,48.5,26.4
38,8.0,Real Madrid,Toni Kroos,Pass,Successful,48.5,26.4,58.0,28.8
38,9.0,Real Madrid,James Rodríguez,Pass,Successful,58.1,28.8,51.9,27.4
38,10.0,Real Madrid,Toni Kroos,Pass,Successful,51.9,27.4,59.6,24.4
38,12.0,Real Madrid,James Rodríguez,Pass,Successful,59.6,24.4,50.6,24.1
38,13.0,Real Madrid,Toni Kroos,Pass,Successful,51.1,22.9,47.9,37.7
38,16.0,Real Madrid,Luka Modric,Pass,Successful,47.9,35.5,34.4,40.4
38,18.0,Real Madrid,Raphaël Varane,Pass,Successful,34.4,40.4,13.6,50.4
38,22.0,Real Madrid,Keylor Navas,Pass,Successful,17.7,49.4,35.8,46.4
38,25.0,Real Madrid,Luka Modric,Dispossessed,Successful,42.2,33.4,,
38,25.0,Barcelona,Luis Suárez,Tackle,Successful,57.8,66.6,,
38,26.0,Barcelona,Sergio Busquets,BallRecovery,Successful,46.7,65.8,,
38,27.0,Barcelona,Sergio Busquets,Pass,Successful,48.4,63.9,58.0,59.4
38,28.0,Barcelona,Ivan Rakitic,Pass,Successful,57.7,60.6,67.0,65.8
38,34.0,Barcelona,Andrés Iniesta,Pass,Successful,76.8,70.3,88.3,71.1
38,36.0,Barcelona,Neymar,Goal,Successful,94.3,64.3,,
39,39.0,Real Madrid,Karim Benzema,Pass,Successful,49.6,50.4,50.9,49.4
39,40.0,Real Madrid,Cristiano Ronaldo,BallTouch,Successful,50.9,49.4,,
39,42.0,Real Madrid,Toni Kroos,Pass,Successful,43.5,51.6,41.3,36.0
39,43.0,Real Madrid,Luka Modric,Pass,Successful,41.3,36.0,41.5,4.7
39,47.0,Real Madrid,Danilo,Pass,Successful,41.5,4.7,59.9,20.7
39,48.0,Real Madrid,James Rodríguez,BallTouch,Unsuccessful,59.9,20.7,,
39,50.0,Barcelona,Sergio Busquets,BallRecovery,Successful,47.7,71.4,,
39,51.0,Barcelona,Sergio Busquets,Pass,Successful,56.6,74.2,65.4,94.7
39,57.0,Barcelona,Neymar,Pass,Successful,73.6,94.1,60.7,94.4
39,59.0,Barcelona,Jordi Alba,Pass,Successful,59.0,94.5,65.0,91.2
40,1.0,Barcelona,Andrés Iniesta,Pass,Successful,64.8,91.7,71.9,96.0
40,2.0,Barcelona,Neymar,TakeOn,Unsuccessful,74.7,96.9,,
40,2.0,Real Madrid,Danilo,Tackle,Successful,25.3,3.1,,
40,12.0,Barcelona,Jordi Alba,Pass,Successful,72.1,100.0,73.5,89.0
40,15.0,Barcelona,Neymar,Dispossessed,Successful,73.6,91.3,,
40,15.0,Real Madrid,Luka Modric,Tackle,Unsuccessful,26.4,8.7,,
40,19.0,Real Madrid,Luka Modric,Foul,Successful,26.2,5.8,,
40,19.0,Barcelona,Neymar,Foul,Unsuccessful,73.3,93.8,,
41,1.0,Real Madrid,Raphaël Varane,Pass,Successful,30.1,12.0,60.9,68.5
41,3.0,Real Madrid,Sergio Ramos,Pass,Successful,56.1,73.2,64.8,76.5
41,5.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,68.6,60.8,64.3,38.5
41,8.0,Real Madrid,Luka Modric,Pass,Successful,64.2,38.5,71.4,10.4
41,12.0,Real Madrid,Danilo,Pass,Successful,71.6,24.9,67.1,43.7
41,15.0,Real Madrid,Luka Modric,Pass,Successful,68.1,44.3,64.9,53.7
41,17.0,Real Madrid,Toni Kroos,Pass,Successful,67.0,47.9,68.0,37.0
41,19.0,Real Madrid,Luka Modric,Pass,Unsuccessful,68.0,37.0,70.2,37.0
41,20.0,Barcelona,Sergio Busquets,BlockedPass,Successful,31.2,71.2,,
41,24.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,70.9,16.1,89.4,4.7
41,26.0,Barcelona,Jordi Alba,Interception,Successful,9.9,96.0,,
41,27.0,Real Madrid,Danilo,BallTouch,Successful,89.4,4.7,,
41,43.0,Barcelona,Jordi Alba,Pass,Successful,12.1,100.0,2.4,89.3
41,44.0,Barcelona,Jeremy Mathieu,Pass,Successful,2.4,89.3,3.9,97.4
41,45.0,Barcelona,Jordi Alba,BallTouch,Unsuccessful,3.2,97.4,,
41,52.0,Real Madrid,James Rodríguez,Pass,Successful,94.0,0.0,91.9,10.3
41,53.0,Real Madrid,Gareth Bale,Pass,Successful,91.9,10.3,92.8,4.0
41,55.0,Real Madrid,James Rodríguez,Pass,Successful,92.9,4.0,74.9,23.4
41,58.0,Real Madrid,Toni Kroos,Pass,Successful,73.4,21.5,67.8,50.4
42,0.0,Real Madrid,Sergio Ramos,Pass,Successful,67.8,50.4,73.3,59.9
42,1.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,74.5,60.6,72.7,63.9
42,2.0,Real Madrid,Marcelo,Pass,Successful,74.6,61.5,73.2,64.3
42,13.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,78.0,82.0,74.8,65.8
42,15.0,Real Madrid,Toni Kroos,Pass,Successful,72.5,61.1,71.4,20.0
42,18.0,Real Madrid,Danilo,Pass,Successful,72.2,23.3,72.5,37.1
42,25.0,Real Madrid,Luka Modric,Pass,Successful,73.0,15.5,61.7,47.6
42,28.0,Real Madrid,Toni Kroos,Pass,Successful,61.7,47.8,53.7,33.6
42,31.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,54.3,31.0,64.9,18.6
42,32.0,Barcelona,Neymar,BallRecovery,Successful,37.7,92.9,,
42,37.0,Barcelona,Neymar,Pass,Successful,63.8,69.1,96.6,87.7
42,42.0,Barcelona,Luis Suárez,TakeOn,Unsuccessful,94.1,84.6,,
42,42.0,Real Madrid,Raphaël Varane,Tackle,Unsuccessful,5.9,15.4,,
42,46.0,Barcelona,Luis Suárez,Pass,Successful,91.3,94.5,71.5,90.9
42,49.0,Barcelona,Andrés Iniesta,Pass,Successful,69.9,86.8,60.7,70.5
42,51.0,Barcelona,Sergio Busquets,Pass,Successful,62.5,72.6,47.2,69.0
42,53.0,Barcelona,Jeremy Mathieu,Pass,Successful,47.2,69.0,44.0,49.1
42,55.0,Barcelona,Gerard Piqué,Pass,Successful,40.0,47.8,6.9,56.4
42,59.0,Barcelona,Claudio Bravo,Pass,Successful,6.9,56.4,15.8,17.4
43,3.0,Barcelona,Gerard Piqué,Pass,Successful,12.7,16.7,4.2,40.7
43,6.0,Barcelona,Claudio Bravo,Pass,Successful,4.5,45.5,4.6,79.6
43,9.0,Barcelona,Jeremy Mathieu,Pass,Successful,5.2,85.1,9.9,96.6
43,11.0,Barcelona,Jordi Alba,Pass,Successful,10.2,96.5,32.5,93.2
43,15.0,Real Madrid,Danilo,Foul,Unsuccessful,64.8,10.8,,
43,15.0,Barcelona,Neymar,Foul,Successful,35.2,89.2,,
43,32.0,Barcelona,Jordi Alba,Pass,Successful,36.5,91.1,38.8,91.2
43,33.0,Barcelona,Andrés Iniesta,Pass,Successful,38.8,91.2,23.9,83.8
43,34.0,Barcelona,Jeremy Mathieu,Pass,Successful,23.9,78.7,24.4,39.8
43,41.0,Barcelona,Gerard Piqué,Pass,Successful,35.8,32.8,43.9,37.9
43,44.0,Barcelona,Sergi Roberto,Pass,Successful,47.9,52.2,42.3,61.5
43,45.0,Barcelona,Andrés Iniesta,Pass,Successful,42.3,61.5,32.8,58.7
43,46.0,Barcelona,Jeremy Mathieu,Pass,Successful,32.8,58.7,38.8,87.8
43,48.0,Barcelona,Jordi Alba,Pass,Successful,38.8,87.8,56.3,95.7
43,49.0,Barcelona,Neymar,Pass,Successful,56.3,95.7,59.5,85.3
43,50.0,Barcelona,Sergi Roberto,Pass,Successful,59.5,85.3,58.7,95.9
43,51.0,Barcelona,Neymar,Pass,Successful,58.7,95.9,60.8,88.3
43,52.0,Barcelona,Sergi Roberto,Pass,Successful,60.8,88.3,47.0,95.3
43,54.0,Barcelona,Jordi Alba,Pass,Successful,47.0,95.3,46.8,85.0
43,55.0,Barcelona,Andrés Iniesta,Pass,Successful,44.8,82.0,28.7,39.1
43,59.0,Barcelona,Gerard Piqué,Pass,Successful,29.7,34.5,44.6,33.7
44,1.0,Barcelona,Ivan Rakitic,Pass,Successful,43.2,31.9,31.3,32.8
44,3.0,Barcelona,Gerard Piqué,Pass,Successful,31.1,37.4,13.9,49.1
44,5.0,Barcelona,Claudio Bravo,Pass,Successful,13.9,49.1,20.9,73.8
44,8.0,Barcelona,Jeremy Mathieu,Pass,Successful,24.0,76.0,27.9,96.2
44,9.0,Barcelona,Jordi Alba,Pass,Successful,27.9,96.2,37.1,96.9
44,11.0,Barcelona,Andrés Iniesta,Pass,Successful,37.1,96.9,43.8,79.1
44,17.0,Barcelona,Jordi Alba,Pass,Successful,68.6,67.6,73.9,78.8
44,22.0,Barcelona,Neymar,Pass,Successful,73.0,67.2,89.2,14.1
44,27.0,Barcelona,Dani Alves,Pass,Successful,89.2,14.1,85.8,29.2
44,31.0,Real Madrid,Sergio Ramos,Tackle,Unsuccessful,5.6,71.4,,
44,31.0,Barcelona,Luis Suárez,TakeOn,Unsuccessful,94.4,28.6,,
44,32.0,Barcelona,Luis Suárez,BallTouch,Successful,93.8,27.4,,
44,33.0,Real Madrid,Marcelo,BallRecovery,Successful,10.3,74.8,,
44,35.0,Real Madrid,Marcelo,Pass,Successful,17.4,84.1,28.8,96.8
44,36.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,28.8,96.8,15.3,90.6
44,37.0,Real Madrid,Marcelo,Pass,Successful,15.3,90.6,20.6,73.5
44,39.0,Real Madrid,Sergio Ramos,Pass,Successful,20.6,73.5,19.5,86.8
44,40.0,Real Madrid,Marcelo,Pass,Successful,19.5,86.8,34.2,32.2
44,42.0,Real Madrid,James Rodríguez,Pass,Successful,34.2,32.2,25.5,28.8
44,46.0,Real Madrid,Danilo,Pass,Unsuccessful,28.9,23.7,67.0,34.9
44,48.0,Barcelona,Jeremy Mathieu,Pass,Successful,40.0,67.6,46.6,82.8
44,49.0,Barcelona,Andrés Iniesta,BallRecovery,Successful,44.9,86.3,,
44,52.0,Barcelona,Andrés Iniesta,Pass,Successful,53.7,80.3,53.2,65.8
44,53.0,Barcelona,Sergio Busquets,Pass,Successful,53.2,65.8,54.6,73.2
44,54.0,Barcelona,Andrés Iniesta,Pass,Successful,55.8,70.6,64.1,64.9
44,55.0,Barcelona,Sergi Roberto,Pass,Successful,64.1,64.9,56.6,69.4
44,59.0,Barcelona,Andrés Iniesta,Pass,Successful,57.9,70.0,65.7,72.1
45,0.0,Barcelona,Neymar,Pass,Successful,65.7,72.1,52.0,65.1
45,4.0,Barcelona,Sergio Busquets,Pass,Successful,43.8,70.6,36.9,74.1
45,6.0,Barcelona,Jeremy Mathieu,Pass,Successful,36.9,74.1,43.1,86.6
45,8.0,Barcelona,Jordi Alba,Pass,Successful,43.2,86.2,29.9,67.9
45,10.0,Barcelona,Jeremy Mathieu,Pass,Successful,27.6,67.5,14.5,48.7
45,14.0,Barcelona,Claudio Bravo,Pass,Successful,15.5,45.5,26.3,56.7
45,15.0,Barcelona,Sergio Busquets,Pass,Successful,26.3,56.7,14.1,73.9
45,18.0,Barcelona,Jeremy Mathieu,Pass,Successful,14.1,78.4,22.6,96.9
45,20.0,Barcelona,Jordi Alba,Pass,Successful,20.1,96.9,14.5,83.5
45,25.0,Barcelona,Jeremy Mathieu,Pass,Unsuccessful,26.2,80.8,28.4,90.6
45,26.0,Real Madrid,James Rodríguez,Interception,Successful,68.3,8.5,,
45,29.0,Barcelona,Andrés Iniesta,Pass,Unsuccessful,44.5,90.3,60.9,83.9
45,31.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,35.1,19.1,46.4,28.2
45,32.0,Barcelona,Andrés Iniesta,Interception,Successful,53.5,79.1,,
45,37.0,Barcelona,Ivan Rakitic,Pass,Successful,70.1,50.1,79.9,29.5
45,43.0,Barcelona,Luis Suárez,Pass,Successful,78.6,29.7,74.6,18.2
45,47.0,Barcelona,Dani Alves,Pass,Successful,78.9,21.5,80.0,26.4
45,49.0,Barcelona,Ivan Rakitic,SavedShot,Successful,84.3,29.3,,
45,49.0,Real Madrid,Sergio Ramos,Save,Successful,13.6,63.3,,
45,54.0,Barcelona,Sergi Roberto,Pass,Successful,76.3,5.8,84.3,3.4
46,0.0,Barcelona,Dani Alves,Dispossessed,Successful,88.1,2.6,,
46,0.0,Real Madrid,Toni Kroos,Tackle,Unsuccessful,11.9,97.4,,
46,1.0,Barcelona,Dani Alves,BallTouch,Successful,88.1,2.0,,
46,6.0,Real Madrid,Toni Kroos,Pass,Successful,14.1,100.0,4.6,90.8
46,10.0,Real Madrid,Marcelo,Pass,Unsuccessful,2.0,80.5,54.4,21.2
46,15.0,Barcelona,Jordi Alba,Pass,Successful,43.0,73.2,15.5,49.7
46,15.0,Barcelona,Jordi Alba,BallRecovery,Successful,43.0,73.2,,
46,20.0,Barcelona,Claudio Bravo,Pass,Successful,15.4,46.6,19.6,24.3
46,22.0,Barcelona,Gerard Piqué,Pass,Successful,19.6,24.3,27.5,32.8
46,25.0,Barcelona,Sergio Busquets,Pass,Successful,32.7,39.7,47.9,42.5
46,28.0,Barcelona,Sergi Roberto,Pass,Successful,57.1,37.1,59.3,30.0
46,30.0,Barcelona,Ivan Rakitic,Pass,Successful,59.3,30.0,59.6,34.8
46,31.0,Barcelona,Sergi Roberto,Pass,Successful,59.6,35.2,48.0,27.7
46,32.0,Barcelona,Ivan Rakitic,Pass,Successful,48.0,27.7,45.9,19.5
46,34.0,Barcelona,Dani Alves,Pass,Successful,46.6,22.5,46.2,28.2
46,35.0,Barcelona,Ivan Rakitic,Pass,Successful,46.0,29.8,55.6,34.2
46,36.0,Barcelona,Sergio Busquets,Pass,Successful,55.6,34.2,45.4,29.2
46,37.0,Barcelona,Ivan Rakitic,Pass,Successful,45.4,29.2,34.2,35.8
46,40.0,Barcelona,Gerard Piqué,Pass,Successful,35.6,40.4,33.8,65.7
46,42.0,Barcelona,Jeremy Mathieu,Pass,Successful,35.4,73.5,41.8,90.2
46,44.0,Barcelona,Jordi Alba,Pass,Successful,41.5,90.5,58.1,96.5
46,49.0,Real Madrid,Danilo,Challenge,Unsuccessful,34.8,3.6,,
46,49.0,Barcelona,Neymar,TakeOn,Successful,65.2,96.4,,
46,53.0,Barcelona,Neymar,Pass,Successful,80.8,80.2,82.2,70.3
46,54.0,Barcelona,Luis Suárez,Pass,Successful,83.2,71.1,94.6,72.0
46,57.0,Barcelona,Neymar,Pass,Successful,98.4,61.0,93.2,54.6
46,58.0,Barcelona,Luis Suárez,SavedShot,Successful,93.5,55.7,,
46,58.0,Real Madrid,Marcelo,Save,Successful,1.8,49.4,,
46,59.0,Real Madrid,Raphaël Varane,BallTouch,Unsuccessful,6.1,49.9,,
47,0.0,Barcelona,Ivan Rakitic,SavedShot,Successful,91.6,49.7,,
47,0.0,Real Madrid,Raphaël Varane,Save,Successful,9.6,51.0,,
47,2.0,Real Madrid,Raphaël Varane,CornerAwarded,Unsuccessful,8.8,49.0,,
47,2.0,Barcelona,Ivan Rakitic,CornerAwarded,Successful,91.2,51.0,,
47,4.0,Real Madrid,,End,Successful,0.0,0.0,,
47,4.0,Barcelona,,End,Successful,0.0,0.0,,
45,0.0,Real Madrid,,Start,Successful,0.0,0.0,,
45,0.0,Barcelona,,Start,Successful,0.0,0.0,,
45,1.0,Real Madrid,Karim Benzema,Pass,Successful,49.7,49.4,51.1,51.9
45,2.0,Real Madrid,James Rodríguez,Pass,Successful,51.1,51.9,32.2,40.1
45,3.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,32.2,40.1,66.1,68.5
45,6.0,Real Madrid,Cristiano Ronaldo,Foul,Unsuccessful,66.1,72.7,,
45,6.0,Barcelona,Ivan Rakitic,Foul,Successful,33.9,27.3,,
45,21.0,Barcelona,Dani Alves,Pass,Successful,33.9,18.9,32.9,65.1
45,22.0,Barcelona,Jeremy Mathieu,Pass,Successful,32.9,65.1,45.7,95.4
45,27.0,Barcelona,Neymar,Pass,Successful,44.9,84.5,23.1,73.9
45,30.0,Barcelona,Jeremy Mathieu,Pass,Successful,23.1,73.9,8.8,57.2
45,33.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,10.1,51.8,53.4,65.4
45,35.0,Real Madrid,Raphaël Varane,Aerial,Successful,46.4,34.0,,
45,35.0,Barcelona,Neymar,Aerial,Unsuccessful,53.4,65.4,,
45,36.0,Real Madrid,Raphaël Varane,Pass,Successful,46.3,33.4,63.6,29.8
45,37.0,Real Madrid,Gareth Bale,Pass,Unsuccessful,63.6,29.8,72.0,17.7
45,41.0,Barcelona,Jeremy Mathieu,Pass,Successful,19.6,87.2,31.8,96.6
45,46.0,Barcelona,Jordi Alba,Pass,Successful,39.5,93.9,41.8,76.1
45,47.0,Barcelona,Andrés Iniesta,Pass,Successful,42.8,74.2,37.4,71.4
45,48.0,Barcelona,Sergio Busquets,Pass,Successful,37.4,71.4,46.2,58.2
45,50.0,Barcelona,Ivan Rakitic,Pass,Successful,46.2,58.2,47.4,68.5
45,52.0,Barcelona,Andrés Iniesta,Dispossessed,Successful,54.7,65.6,,
45,52.0,Real Madrid,Luka Modric,Tackle,Successful,45.3,34.4,,
45,53.0,Real Madrid,Toni Kroos,Pass,Successful,44.7,42.8,40.6,40.7
45,54.0,Real Madrid,Luka Modric,Pass,Successful,40.6,40.7,33.6,65.5
45,55.0,Real Madrid,Marcelo,BallRecovery,Successful,34.0,65.8,,
45,59.0,Real Madrid,Marcelo,Pass,Unsuccessful,49.7,62.0,77.1,31.3
46,1.0,Barcelona,Jeremy Mathieu,Pass,Unsuccessful,23.1,64.8,31.5,72.4
46,4.0,Real Madrid,James Rodríguez,Pass,Successful,65.8,25.5,56.9,34.8
46,7.0,Real Madrid,Luka Modric,Pass,Successful,56.9,35.2,62.8,45.5
46,8.0,Real Madrid,Toni Kroos,Pass,Successful,62.8,45.5,57.0,48.1
46,11.0,Real Madrid,Luka Modric,Pass,Successful,55.7,46.0,56.2,36.0
46,14.0,Real Madrid,Toni Kroos,Pass,Successful,55.5,36.4,60.8,4.3
46,17.0,Real Madrid,Danilo,Pass,Successful,60.8,4.3,54.5,25.8
46,21.0,Real Madrid,Toni Kroos,Pass,Successful,48.0,29.8,40.0,31.0
46,24.0,Real Madrid,Raphaël Varane,Pass,Successful,37.4,32.7,43.4,40.3
46,26.0,Real Madrid,Toni Kroos,Pass,Successful,44.1,43.1,47.5,69.6
46,28.0,Real Madrid,Sergio Ramos,Pass,Successful,47.5,69.6,74.8,81.8
46,31.0,Real Madrid,Marcelo,TakeOn,Successful,75.3,77.2,,
46,31.0,Barcelona,Dani Alves,Challenge,Unsuccessful,24.7,22.8,,
46,32.0,Real Madrid,Marcelo,TakeOn,Successful,79.4,72.4,,
46,32.0,Barcelona,Gerard Piqué,Challenge,Unsuccessful,20.6,27.6,,
46,34.0,Real Madrid,Marcelo,MissedShots,Successful,89.5,66.0,,
47,4.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,4.9,39.8,39.3,83.3
47,6.0,Real Madrid,James Rodríguez,BallTouch,Successful,57.7,19.8,,
47,8.0,Barcelona,Ivan Rakitic,Pass,Successful,34.3,68.7,27.2,96.2
47,11.0,Barcelona,Jordi Alba,Pass,Unsuccessful,27.2,96.2,39.5,85.3
47,12.0,Real Madrid,Danilo,Interception,Successful,56.8,16.2,,
47,15.0,Real Madrid,Luka Modric,BallRecovery,Successful,55.6,20.6,,
47,16.0,Real Madrid,Luka Modric,Pass,Successful,54.3,22.4,43.7,21.9
47,18.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,39.9,21.0,55.1,33.1
47,20.0,Barcelona,Ivan Rakitic,Pass,Successful,47.1,67.5,66.3,56.0
47,21.0,Barcelona,Luis Suárez,BallRecovery,Successful,66.4,56.0,,
47,22.0,Barcelona,Luis Suárez,Pass,Unsuccessful,67.7,58.5,69.4,59.9
47,23.0,Real Madrid,Raphaël Varane,BlockedPass,Successful,28.5,31.6,,
47,26.0,Real Madrid,Keylor Navas,KeeperPickup,Successful,9.2,24.1,,
47,34.0,Real Madrid,Keylor Navas,Pass,Unsuccessful,15.2,47.0,58.5,68.1
47,40.0,Barcelona,Gerard Piqué,BallTouch,Successful,30.8,17.3,,
47,41.0,Real Madrid,Karim Benzema,Pass,Unsuccessful,68.8,83.9,71.9,83.5
47,42.0,Barcelona,Gerard Piqué,BlockedPass,Successful,31.2,9.5,,
47,45.0,Real Madrid,Karim Benzema,Pass,Successful,75.8,100.0,61.3,94.7
47,48.0,Real Madrid,Marcelo,Pass,Successful,61.3,93.3,56.3,85.6
