id,minute,second,teamId,h_a,type,outcomeType,x,y,endX,endY
2390970327.0,16,18.0,ManchesterCity,h,Dispossessed,Successful,56.2,55.8,,
2390970309.0,16,19.0,ManchesterUnited,a,Tackle,Unsuccessful,43.8,44.2,,
2390970363.0,16,20.0,ManchesterCity,h,Pass,Successful,54.2,44.0,46.9,28.9
2390970461.0,16,22.0,ManchesterCity,h,Pass,Successful,47.0,28.0,66.2,5.9
2390970513.0,16,28.0,ManchesterCity,h,Pass,Successful,64.9,15.0,55.6,29.2
2390970563.0,16,32.0,ManchesterCity,h,Pass,Successful,57.2,36.3,55.0,66.1
2390970673.0,16,34.0,ManchesterCity,h,Pass,Successful,56.5,69.4,81.9,97.4
2390970677.0,16,41.0,ManchesterCity,h,Pass,Unsuccessful,84.2,94.5,85.0,90.3
2390970683.0,16,41.0,ManchesterUnited,a,BlockedPass,Successful,11.8,8.8,,
2390970721.0,16,43.0,ManchesterUnited,a,BallTouch,Successful,31.2,10.7,,
2390970743.0,16,44.0,ManchesterUnited,a,BallRecovery,Successful,28.9,6.1,,
2390970793.0,16,47.0,ManchesterUnited,a,TakeOn,Successful,34.6,4.4,,
2390970797.0,16,47.0,ManchesterCity,h,Challenge,Unsuccessful,65.4,95.6,,
2390970817.0,16,48.0,ManchesterUnited,a,Pass,Successful,34.1,3.5,28.0,10.3
2390970831.0,16,50.0,ManchesterUnited,a,Pass,Unsuccessful,28.5,10.3,28.5,13.5
2390970839.0,16,51.0,ManchesterCity,h,BallRecovery,Successful,67.2,86.6,,
2390970881.0,16,52.0,ManchesterCity,h,Pass,Successful,65.9,84.7,74.1,71.7
2390970893.0,16,54.0,ManchesterUnited,a,Challenge,Unsuccessful,22.4,27.4,,
2390970935.0,16,54.0,ManchesterCity,h,TakeOn,Successful,77.6,72.6,,
2390970939.0,16,56.0,ManchesterCity,h,SavedShot,Successful,92.7,67.6,,
2390970929.0,16,56.0,ManchesterUnited,a,Save,Successful,2.0,46.4,,
2390971023.0,16,58.0,ManchesterUnited,a,Foul,Successful,8.1,46.8,,
2390971069.0,16,58.0,ManchesterCity,h,Foul,Unsuccessful,91.9,53.2,,
2391128705.0,17,21.0,ManchesterUnited,a,Pass,Successful,8.8,41.5,12.9,59.1
2391128773.0,17,27.0,ManchesterUnited,a,Pass,Successful,22.1,66.0,28.5,95.7
2391128827.0,17,32.0,ManchesterUnited,a,Pass,Successful,28.5,95.7,45.2,88.7
2390971553.0,17,33.0,ManchesterUnited,a,Aerial,Successful,45.6,88.0,,
2391129053.0,17,33.0,ManchesterCity,h,Aerial,Unsuccessful,54.4,12.0,,
2391129407.0,17,34.0,ManchesterUnited,a,BallTouch,Successful,45.2,88.7,,
2391129613.0,17,34.0,ManchesterCity,h,Pass,Successful,60.8,30.6,55.0,23.1
2390971541.0,17,35.0,ManchesterCity,h,BallRecovery,Successful,55.1,23.1,,
2391129787.0,17,37.0,ManchesterCity,h,Pass,Successful,55.0,23.1,45.2,43.5
2390971649.0,17,39.0,ManchesterCity,h,Pass,Successful,40.7,47.2,15.4,47.5
2390971683.0,17,47.0,ManchesterCity,h,Pass,Successful,14.2,49.3,27.8,41.3
2390971747.0,17,49.0,ManchesterCity,h,Pass,Successful,30.3,39.2,39.8,44.8
2390971753.0,17,52.0,ManchesterCity,h,Foul,Successful,36.6,41.4,,
2390971767.0,17,52.0,ManchesterUnited,a,Foul,Unsuccessful,63.4,58.6,,
2390971845.0,17,57.0,ManchesterCity,h,Pass,Successful,26.3,55.7,28.7,70.6
2390971873.0,18,3.0,ManchesterCity,h,Pass,Successful,35.8,74.5,33.0,67.9
2390971927.0,18,6.0,ManchesterCity,h,Pass,Successful,35.4,59.9,35.2,31.3
2390972061.0,18,9.0,ManchesterCity,h,Pass,Successful,38.5,27.7,60.2,6.1
2390972191.0,18,17.0,ManchesterCity,h,Pass,Successful,54.0,8.5,31.1,13.1
2390972259.0,18,26.0,ManchesterCity,h,Pass,Successful,33.2,36.6,31.6,60.3
2390972285.0,18,32.0,ManchesterCity,h,Pass,Successful,35.3,70.0,47.1,61.7
2390972331.0,18,34.0,ManchesterCity,h,Pass,Successful,47.4,75.0,60.7,93.6
2390972371.0,18,37.0,ManchesterCity,h,Pass,Successful,61.6,92.9,56.2,87.1
2390972441.0,18,39.0,ManchesterCity,h,Pass,Successful,57.2,83.9,40.0,69.7
2390972461.0,18,42.0,ManchesterCity,h,Pass,Successful,43.6,69.6,55.2,77.3
2390972515.0,18,43.0,ManchesterCity,h,Pass,Successful,54.9,77.3,45.3,71.2
2390972539.0,18,48.0,ManchesterCity,h,Pass,Successful,46.3,72.1,38.9,43.6
2390972579.0,18,51.0,ManchesterCity,h,Pass,Successful,38.5,41.0,39.3,22.7
2390972631.0,18,54.0,ManchesterCity,h,Pass,Successful,39.6,27.4,28.0,33.7
2390972685.0,18,58.0,ManchesterCity,h,Pass,Successful,31.2,41.5,31.6,75.4
2390972739.0,19,1.0,ManchesterCity,h,Pass,Successful,34.3,82.4,43.6,96.6
2390972781.0,19,4.0,ManchesterCity,h,Pass,Successful,39.6,89.4,26.4,80.2
2390972857.0,19,7.0,ManchesterCity,h,Pass,Successful,26.4,78.8,21.9,43.7
2390972873.0,19,10.0,ManchesterCity,h,Pass,Unsuccessful,23.7,36.9,54.2,44.5
2390972879.0,19,12.0,ManchesterUnited,a,BallRecovery,Successful,47.7,57.5,,
2390972907.0,19,12.0,ManchesterUnited,a,Pass,Successful,48.5,59.0,65.6,74.1
2390972947.0,19,14.0,ManchesterUnited,a,Pass,Successful,70.7,69.9,74.3,53.6
2390973007.0,19,17.0,ManchesterUnited,a,Pass,Successful,75.5,53.4,76.3,28.8
2390973031.0,19,21.0,ManchesterUnited,a,Pass,Successful,80.1,27.7,89.1,23.6
2390973037.0,19,22.0,ManchesterUnited,a,Pass,Unsuccessful,89.1,23.3,90.4,25.8
2390973053.0,19,23.0,ManchesterCity,h,Clearance,Successful,7.2,74.1,,
2390973121.0,19,26.0,ManchesterUnited,a,Pass,Successful,79.6,5.2,69.2,15.0
2390973189.0,19,30.0,ManchesterUnited,a,Pass,Successful,64.8,23.9,54.9,36.6
2390973203.0,19,35.0,ManchesterUnited,a,Pass,Successful,54.7,52.4,44.2,63.3
2390973247.0,19,36.0,ManchesterUnited,a,Pass,Successful,44.1,63.3,53.8,96.3
2390973305.0,19,39.0,ManchesterUnited,a,Pass,Successful,54.7,96.6,65.3,94.2
2390973321.0,19,43.0,ManchesterUnited,a,Pass,Unsuccessful,61.0,80.5,72.7,28.5
2390973331.0,19,45.0,ManchesterCity,h,BallRecovery,Successful,27.1,76.9,,
2390973515.0,19,46.0,ManchesterCity,h,Pass,Successful,27.4,74.7,38.8,64.0
2390973517.0,19,54.0,ManchesterCity,h,Foul,Successful,64.1,90.8,,
2390973509.0,19,54.0,ManchesterUnited,a,Foul,Unsuccessful,35.9,9.2,,
2390973731.0,20,14.0,ManchesterCity,h,Pass,Successful,65.1,91.2,73.2,94.5
2390973761.0,20,18.0,ManchesterCity,h,Pass,Successful,78.0,92.3,68.0,81.5
2390973817.0,20,20.0,ManchesterCity,h,Pass,Successful,70.5,80.0,80.7,94.7
2390973859.0,20,24.0,ManchesterCity,h,Pass,Successful,80.4,92.4,62.9,82.4
2390973881.0,20,27.0,ManchesterCity,h,Pass,Successful,61.9,80.2,55.8,62.6
2390973949.0,20,28.0,ManchesterCity,h,Pass,Successful,55.8,62.6,52.8,72.3
2390973957.0,20,33.0,ManchesterCity,h,Pass,Successful,56.2,76.0,64.7,67.2
2390973971.0,20,34.0,ManchesterCity,h,Pass,Successful,63.7,67.9,54.0,74.5
2390974003.0,20,35.0,ManchesterCity,h,Pass,Successful,53.9,74.2,43.4,54.5
2390974051.0,20,38.0,ManchesterCity,h,Pass,Successful,44.6,47.9,47.5,25.9
2390974133.0,20,42.0,ManchesterCity,h,Pass,Successful,52.9,29.1,79.8,91.2
2390974149.0,20,50.0,ManchesterCity,h,Pass,Unsuccessful,87.7,73.0,94.6,72.7
2390974175.0,20,51.0,ManchesterUnited,a,BallRecovery,Successful,5.2,21.9,,
2390974171.0,20,51.0,ManchesterUnited,a,TakeOn,Successful,6.9,27.2,,
2390974161.0,20,51.0,ManchesterCity,h,Challenge,Unsuccessful,93.1,72.8,,
2390974199.0,20,55.0,ManchesterUnited,a,Pass,Successful,7.2,10.1,33.6,15.3
2390974217.0,20,56.0,ManchesterUnited,a,Pass,Successful,33.5,15.2,28.4,26.7
2390974241.0,20,58.0,ManchesterUnited,a,Pass,Successful,28.3,26.5,42.1,26.2
2390974329.0,21,1.0,ManchesterUnited,a,Pass,Successful,54.3,27.3,76.1,67.3
2390974359.0,21,7.0,ManchesterUnited,a,TakeOn,Successful,88.0,64.0,,
2390974335.0,21,7.0,ManchesterCity,h,Challenge,Unsuccessful,12.0,36.0,,
2390974363.0,21,10.0,ManchesterUnited,a,Goal,Successful,83.3,60.2,,
2390975165.0,22,28.0,ManchesterCity,h,Pass,Successful,50.4,50.1,39.9,50.3
2390975339.0,22,28.0,ManchesterCity,h,Pass,Successful,47.0,53.2,36.6,32.0
2390975417.0,22,32.0,ManchesterCity,h,Pass,Successful,32.8,43.0,32.5,59.9
2390975455.0,22,37.0,ManchesterCity,h,Pass,Successful,35.9,63.1,34.4,45.5
2390975467.0,22,42.0,ManchesterCity,h,Pass,Unsuccessful,48.3,32.4,54.3,41.7
2390975483.0,22,42.0,ManchesterUnited,a,BallTouch,Successful,45.9,58.5,,
2390975595.0,22,49.0,ManchesterCity,h,Pass,Successful,54.0,0.0,33.2,9.1
2390975637.0,22,53.0,ManchesterCity,h,Pass,Successful,30.5,28.5,32.1,50.7
2390975661.0,22,58.0,ManchesterCity,h,Pass,Successful,41.3,62.1,46.9,49.4
2390975673.0,22,59.0,ManchesterCity,h,Pass,Successful,46.9,49.3,54.3,55.1
2390975679.0,23,0.0,ManchesterCity,h,Pass,Successful,54.5,55.4,39.5,66.4
2390975717.0,23,5.0,ManchesterCity,h,Pass,Successful,59.6,77.2,70.5,67.2
2390975721.0,23,6.0,ManchesterCity,h,Pass,Unsuccessful,69.7,67.3,75.3,74.1
2390975741.0,23,6.0,ManchesterUnited,a,Pass,Successful,26.5,19.2,34.9,7.4
2390975743.0,23,8.0,ManchesterUnited,a,BallRecovery,Successful,34.9,7.3,,
2390975749.0,23,8.0,ManchesterUnited,a,Pass,Successful,34.4,7.4,23.2,18.3
2390975771.0,23,10.0,ManchesterUnited,a,Pass,Successful,23.1,17.7,38.1,21.3
2390975787.0,23,13.0,ManchesterUnited,a,Pass,Successful,42.1,14.1,43.2,2.6
2390975815.0,23,15.0,ManchesterUnited,a,Pass,Successful,44.9,3.4,65.8,2.8
2390975819.0,23,18.0,ManchesterUnited,a,Pass,Unsuccessful,65.3,2.8,71.4,9.4
2390975821.0,23,18.0,ManchesterCity,h,BallTouch,Successful,23.9,88.3,,
2390975841.0,23,20.0,ManchesterUnited,a,Pass,Unsuccessful,72.0,1.9,86.2,47.0
2390975853.0,23,22.0,ManchesterCity,h,Pass,Successful,13.0,47.2,20.3,51.3
2390975855.0,23,22.0,ManchesterCity,h,BallRecovery,Successful,24.5,50.1,,
2390975913.0,23,26.0,ManchesterCity,h,Pass,Successful,44.5,46.3,46.5,69.7
2390975949.0,23,29.0,ManchesterCity,h,Pass,Successful,54.9,71.7,70.7,90.9
2390975967.0,23,33.0,ManchesterCity,h,Pass,Successful,74.7,88.7,67.3,86.0
2390975993.0,23,35.0,ManchesterCity,h,Pass,Successful,68.5,83.5,65.8,69.4
2390976041.0,23,40.0,ManchesterCity,h,Pass,Successful,67.1,49.3,64.4,40.1
2390976079.0,23,42.0,ManchesterCity,h,Pass,Successful,64.3,44.2,63.0,65.5
2390976105.0,23,45.0,ManchesterCity,h,Pass,Successful,64.1,66.1,76.2,77.9
2390976137.0,23,48.0,ManchesterCity,h,Pass,Successful,79.3,75.3,89.2,59.7
2390976149.0,23,50.0,ManchesterCity,h,Pass,Successful,90.7,59.3,93.0,83.0
2390976151.0,23,52.0,ManchesterCity,h,BallTouch,Unsuccessful,96.2,82.9,,
2390976325.0,24,9.0,ManchesterUnited,a,Pass,Successful,4.8,50.1,8.8,64.5
2390976363.0,24,13.0,ManchesterUnited,a,Pass,Successful,8.2,55.2,9.1,27.7
2390976379.0,24,17.0,ManchesterUnited,a,Pass,Unsuccessful,14.0,11.6,53.5,27.9
2390976381.0,24,19.0,ManchesterCity,h,BallRecovery,Successful,44.0,68.2,,
2390976429.0,24,22.0,ManchesterCity,h,Pass,Successful,46.2,67.8,63.3,86.3
2390976475.0,24,25.0,ManchesterCity,h,Pass,Successful,63.4,86.2,69.8,95.1
2390976491.0,24,30.0,ManchesterCity,h,Pass,Successful,70.1,76.1,76.1,69.3
2390976497.0,24,32.0,ManchesterCity,h,Pass,Successful,76.7,69.7,76.3,73.8
2390976511.0,24,33.0,ManchesterCity,h,Pass,Successful,76.9,74.8,85.9,82.0
2390976529.0,24,35.0,ManchesterCity,h,Pass,Successful,90.0,82.8,89.0,59.8
2390976533.0,24,35.0,ManchesterCity,h,ShotOnPost,Successful,89.2,60.0,,
2390976775.0,24,50.0,ManchesterUnited,a,Pass,Successful,5.1,52.4,7.3,45.6
2391130471.0,24,56.0,ManchesterUnited,a,Pass,Successful,9.4,45.2,13.9,72.3
2390976817.0,24,59.0,ManchesterUnited,a,Pass,Successful,23.2,73.6,32.0,96.6
2390976829.0,25,4.0,ManchesterUnited,a,Pass,Successful,27.1,89.7,31.8,95.7
2390976835.0,25,5.0,ManchesterUnited,a,Pass,Unsuccessful,31.8,96.0,38.8,81.5
2390976847.0,25,6.0,ManchesterCity,h,Pass,Successful,60.4,18.0,70.5,19.8
2390976851.0,25,6.0,ManchesterCity,h,BallRecovery,Successful,69.7,20.7,,
2390976857.0,25,8.0,ManchesterCity,h,Pass,Unsuccessful,69.7,23.3,69.9,29.5
2390976875.0,25,8.0,ManchesterUnited,a,BlockedPass,Successful,30.1,73.2,,
2390976887.0,25,9.0,ManchesterUnited,a,BallRecovery,Successful,26.3,79.4,,
2390976895.0,25,10.0,ManchesterUnited,a,Pass,Successful,26.3,79.4,36.8,51.0
2390976909.0,25,12.0,ManchesterUnited,a,Aerial,Successful,39.8,52.8,,
2390976899.0,25,12.0,ManchesterCity,h,Aerial,Unsuccessful,60.2,47.2,,
2390976927.0,25,12.0,ManchesterUnited,a,Pass,Unsuccessful,38.4,51.0,48.7,56.4
2390976943.0,25,13.0,ManchesterCity,h,Pass,Successful,52.1,40.7,67.8,60.8
2390976961.0,25,15.0,ManchesterCity,h,Pass,Unsuccessful,68.2,60.6,87.3,40.7
2390976993.0,25,20.0,ManchesterUnited,a,Pass,Unsuccessful,16.3,82.6,48.8,90.9
2390977005.0,25,23.0,ManchesterUnited,a,Challenge,Unsuccessful,52.6,89.5,,
2390976997.0,25,23.0,ManchesterCity,h,TakeOn,Successful,47.4,10.5,,
2390977001.0,25,25.0,ManchesterCity,h,BallRecovery,Successful,42.9,19.7,,
2390977073.0,25,32.0,ManchesterCity,h,Pass,Successful,51.6,46.7,54.5,35.5
2390977093.0,25,34.0,ManchesterCity,h,Pass,Successful,55.9,32.5,65.3,4.9
2390977105.0,25,37.0,ManchesterCity,h,Pass,Successful,62.3,7.9,45.8,42.5
2390977119.0,25,40.0,ManchesterCity,h,Pass,Successful,45.8,42.5,62.6,65.7
2390977137.0,25,42.0,ManchesterCity,h,Pass,Successful,63.4,66.1,78.8,79.0
2390977147.0,25,45.0,ManchesterCity,h,Pass,Successful,85.8,74.4,94.2,72.1
2390977153.0,25,47.0,ManchesterCity,h,Pass,Unsuccessful,94.7,72.1,93.2,66.6
2390977157.0,25,47.0,ManchesterUnited,a,BlockedPass,Successful,3.6,31.5,,
2390977179.0,25,48.0,ManchesterCity,h,SavedShot,Successful,87.9,59.2,,
2390977175.0,25,48.0,ManchesterUnited,a,Save,Successful,9.1,41.9,,
2390977195.0,25,51.0,ManchesterUnited,a,BallRecovery,Successful,9.0,4.4,,
2390977231.0,25,53.0,ManchesterUnited,a,Pass,Successful,10.0,1.1,28.7,1.4
2390977235.0,25,57.0,ManchesterUnited,a,Pass,Successful,28.0,3.1,26.2,7.9
2390977243.0,25,58.0,ManchesterUnited,a,Pass,Unsuccessful,26.1,8.2,22.1,7.9
2390977251.0,25,59.0,ManchesterCity,h,BallRecovery,Successful,78.7,88.3,,
2390977269.0,25,59.0,ManchesterCity,h,Pass,Successful,79.6,88.4,77.1,95.4
2390977273.0,26,0.0,ManchesterCity,h,Pass,Successful,76.7,94.7,70.7,83.5
2390977285.0,26,1.0,ManchesterCity,h,Pass,Successful,70.9,83.0,53.8,71.1
2390977301.0,26,4.0,ManchesterCity,h,Pass,Successful,54.1,70.8,60.1,61.7
2390977321.0,26,5.0,ManchesterCity,h,Pass,Successful,59.8,61.7,52.7,69.3
2390977337.0,26,6.0,ManchesterCity,h,Pass,Successful,53.5,68.7,58.5,73.6
2390977351.0,26,7.0,ManchesterCity,h,Pass,Successful,57.6,72.3,47.1,66.0
2390977367.0,26,8.0,ManchesterCity,h,Pass,Successful,47.2,66.0,52.6,78.5
2390977385.0,26,12.0,ManchesterCity,h,Pass,Successful,54.0,81.7,54.1,70.3
2390977395.0,26,14.0,ManchesterCity,h,Pass,Successful,55.3,67.5,52.2,44.9
2390977405.0,26,19.0,ManchesterCity,h,Pass,Successful,55.1,36.3,69.0,6.5
2390977419.0,26,20.0,ManchesterCity,h,Pass,Successful,72.0,6.8,59.3,8.6
2390977445.0,26,24.0,ManchesterCity,h,Pass,Successful,57.8,22.1,46.0,43.3
2390977475.0,26,29.0,ManchesterCity,h,Pass,Successful,52.0,51.9,52.2,67.5
2390977487.0,26,32.0,ManchesterCity,h,Pass,Successful,60.0,79.9,75.9,96.6
2390977495.0,26,34.0,ManchesterCity,h,Pass,Unsuccessful,76.1,95.0,81.6,92.7
2390977509.0,26,35.0,ManchesterUnited,a,Interception,Successful,23.2,7.7,,
2390977527.0,26,36.0,ManchesterUnited,a,BallRecovery,Successful,28.5,3.2,,
2390977537.0,26,36.0,ManchesterUnited,a,Pass,Successful,22.8,4.2,28.3,3.8
2390977547.0,26,38.0,ManchesterUnited,a,Pass,Successful,36.3,4.7,39.8,13.2
2390977555.0,26,39.0,ManchesterUnited,a,Pass,Successful,39.8,13.2,33.5,8.9
2390977559.0,26,41.0,ManchesterUnited,a,Pass,Successful,33.3,8.3,40.2,10.4
2390977561.0,26,41.0,ManchesterUnited,a,Pass,Successful,40.4,10.6,37.1,19.7
2390977573.0,26,42.0,ManchesterUnited,a,BallTouch,Unsuccessful,41.2,20.9,,
2390977583.0,26,43.0,ManchesterCity,h,BallRecovery,Successful,56.8,71.1,,
2390977613.0,26,43.0,ManchesterCity,h,Pass,Successful,57.2,70.6,37.3,55.5
2390977637.0,26,47.0,ManchesterCity,h,Pass,Successful,36.0,50.0,41.3,38.0
2390977671.0,26,51.0,ManchesterCity,h,Pass,Successful,44.4,33.0,59.5,5.6
2390977685.0,26,56.0,ManchesterCity,h,Pass,Successful,66.8,11.1,59.0,12.2
2390977729.0,26,58.0,ManchesterCity,h,Pass,Successful,61.1,14.6,83.4,90.8
2390977745.0,27,2.0,ManchesterCity,h,Pass,Successful,83.3,90.6,77.5,77.9
2390977753.0,27,3.0,ManchesterCity,h,Pass,Unsuccessful,77.8,78.4,87.6,54.3
2390977923.0,27,4.0,ManchesterUnited,a,Clearance,Successful,15.8,47.2,45.6,17.7
2390977769.0,27,7.0,ManchesterCity,h,Pass,Successful,56.1,82.0,61.4,89.6
2390977797.0,27,9.0,ManchesterCity,h,Pass,Successful,61.9,88.3,59.8,73.8
2390977819.0,27,11.0,ManchesterCity,h,Pass,Successful,63.1,64.9,54.2,47.3
2390977829.0,27,15.0,ManchesterCity,h,Pass,Successful,54.4,47.2,55.1,73.0
2390977847.0,27,18.0,ManchesterCity,h,Pass,Successful,56.9,72.6,68.6,72.4
2390977861.0,27,20.0,ManchesterCity,h,Pass,Successful,68.9,72.9,88.3,94.4
2390977903.0,27,25.0,ManchesterCity,h,Pass,Successful,88.6,89.3,78.4,78.1
2390977907.0,27,28.0,ManchesterCity,h,Pass,Successful,84.9,83.3,86.0,73.5
2390977911.0,27,28.0,ManchesterCity,h,Pass,Unsuccessful,86.4,73.2,92.4,73.2
2390977929.0,27,29.0,ManchesterUnited,a,Interception,Successful,12.0,26.1,,
2390977935.0,27,30.0,ManchesterUnited,a,BallRecovery,Successful,15.6,27.9,,
2390977943.0,27,30.0,ManchesterUnited,a,Pass,Successful,15.6,27.9,13.8,18.5
2390977949.0,27,31.0,ManchesterUnited,a,Pass,Successful,13.8,18.5,28.3,18.9
2390977965.0,27,32.0,ManchesterUnited,a,Pass,Successful,28.3,18.9,21.9,11.1
2390977971.0,27,33.0,ManchesterUnited,a,Pass,Unsuccessful,21.9,11.1,32.6,22.4
2390978171.0,27,34.0,ManchesterCity,h,Pass,Successful,74.3,86.6,84.6,78.8
2390977983.0,27,35.0,ManchesterCity,h,Pass,Successful,83.5,82.9,80.9,66.9
2390977997.0,27,36.0,ManchesterUnited,a,Challenge,Unsuccessful,18.5,32.9,,
2390977993.0,27,36.0,ManchesterCity,h,TakeOn,Successful,81.5,67.1,,
2390977995.0,27,38.0,ManchesterCity,h,BallRecovery,Successful,87.2,64.6,,
2390978019.0,27,39.0,ManchesterCity,h,SavedShot,Successful,91.3,60.3,,
2390978031.0,27,39.0,ManchesterUnited,a,Save,Successful,1.2,46.3,,
2390978043.0,27,41.0,ManchesterCity,h,SavedShot,Successful,92.7,59.4,,
2390978047.0,27,41.0,ManchesterUnited,a,Save,Successful,4.4,45.2,,
2390978071.0,27,41.0,ManchesterUnited,a,Clearance,Successful,3.3,52.2,9.1,47.6
2390978063.0,27,42.0,ManchesterCity,h,Goal,Successful,93.0,50.2,,
2390978567.0,28,43.0,ManchesterUnited,a,Pass,Successful,50.1,49.7,30.3,42.1
2391130765.0,28,47.0,ManchesterUnited,a,Pass,Successful,30.5,44.7,30.7,66.0
2390978581.0,28,49.0,ManchesterUnited,a,Pass,Successful,30.4,70.6,37.3,93.3
2390978657.0,28,52.0,ManchesterUnited,a,Pass,Successful,37.8,95.4,82.0,82.9
2390978665.0,28,58.0,ManchesterUnited,a,Pass,Unsuccessful,78.0,85.3,80.0,78.2
2390978671.0,28,58.0,ManchesterCity,h,BallTouch,Successful,21.7,18.3,,
2390978685.0,29,1.0,ManchesterCity,h,KeeperPickup,Successful,2.3,29.8,,
2390978799.0,29,12.0,ManchesterCity,h,Pass,Successful,13.8,48.7,14.1,70.3
2390978823.0,29,17.0,ManchesterCity,h,Pass,Successful,15.1,65.2,10.5,32.5
2390978853.0,29,18.0,ManchesterCity,h,Pass,Successful,9.6,32.7,3.9,47.8
2390978903.0,29,23.0,ManchesterCity,h,Pass,Successful,8.7,48.2,23.9,3.5
2390978927.0,29,31.0,ManchesterCity,h,Pass,Successful,61.0,7.0,60.3,15.2
2390978933.0,29,32.0,ManchesterUnited,a,Challenge,Unsuccessful,40.6,91.2,,
2390978941.0,29,32.0,ManchesterCity,h,TakeOn,Successful,59.4,8.8,,
2390978965.0,29,33.0,ManchesterCity,h,Pass,Successful,55.8,6.5,58.3,16.1
2390978971.0,29,36.0,ManchesterUnited,a,Challenge,Unsuccessful,34.0,77.6,,
2390978975.0,29,36.0,ManchesterCity,h,TakeOn,Successful,66.0,22.4,,
2390978981.0,29,37.0,ManchesterCity,h,Pass,Unsuccessful,68.7,23.9,68.8,29.1
2390978983.0,29,38.0,ManchesterUnited,a,Interception,Successful,29.4,72.7,,
2390978993.0,29,40.0,ManchesterUnited,a,CornerAwarded,Unsuccessful,15.2,75.0,,
2390978997.0,29,40.0,ManchesterCity,h,CornerAwarded,Successful,84.8,25.0,,
2390979173.0,30,0.0,ManchesterCity,h,Pass,Successful,99.5,0.5,91.9,4.6
2390979183.0,30,2.0,ManchesterCity,h,Pass,Successful,97.3,7.9,86.9,10.0
2390979191.0,30,4.0,ManchesterCity,h,Pass,Unsuccessful,87.0,10.1,100.0,62.9
2390979329.0,30,19.0,ManchesterUnited,a,Pass,Successful,3.9,49.7,7.4,64.2
2390979347.0,30,20.0,ManchesterUnited,a,Pass,Successful,7.4,64.2,8.0,25.8
2390979365.0,30,23.0,ManchesterUnited,a,Pass,Successful,9.2,23.7,20.1,6.1
2390979373.0,30,27.0,ManchesterUnited,a,Pass,Successful,19.5,10.3,9.6,11.1
2390979397.0,30,28.0,ManchesterUnited,a,Pass,Successful,9.6,11.1,3.4,44.5
2390979417.0,30,32.0,ManchesterUnited,a,Pass,Successful,2.9,46.1,22.3,96.8
2390979435.0,30,35.0,ManchesterUnited,a,Pass,Successful,21.7,96.3,31.8,92.7
2390979439.0,30,36.0,ManchesterUnited,a,Pass,Unsuccessful,31.4,92.7,35.3,81.1
2390979447.0,30,37.0,ManchesterCity,h,BallRecovery,Successful,61.9,15.9,,
2390979461.0,30,37.0,ManchesterCity,h,Pass,Successful,61.9,15.9,81.5,16.7
2390979485.0,30,40.0,ManchesterCity,h,Pass,Successful,80.4,14.6,74.3,21.6
2390979515.0,30,42.0,ManchesterCity,h,Pass,Successful,72.9,23.0,53.6,33.7
2390979547.0,30,43.0,ManchesterCity,h,Pass,Successful,53.6,33.7,60.1,32.5
2390979583.0,30,47.0,ManchesterCity,h,Pass,Successful,57.9,30.9,66.6,7.7
2390979611.0,30,49.0,ManchesterCity,h,Pass,Successful,68.6,6.7,69.6,23.3
2390979629.0,30,51.0,ManchesterUnited,a,Challenge,Unsuccessful,31.8,68.4,,
2390979623.0,30,51.0,ManchesterCity,h,TakeOn,Successful,68.2,31.6,,
2390979643.0,30,52.0,ManchesterCity,h,Pass,Successful,66.6,35.2,72.1,50.1
2390979685.0,30,54.0,ManchesterCity,h,Pass,Successful,70.9,48.7,62.9,70.2
2390979713.0,30,56.0,ManchesterCity,h,Pass,Successful,65.0,67.8,83.4,90.8
2390979737.0,30,59.0,ManchesterCity,h,Pass,Successful,83.4,89.6,94.5,86.3
2390979749.0,31,0.0,ManchesterCity,h,Pass,Unsuccessful,95.1,85.6,87.1,63.4
2390979769.0,31,1.0,ManchesterUnited,a,Pass,Successful,9.7,29.1,5.6,25.8
2390979779.0,31,2.0,ManchesterUnited,a,BallRecovery,Successful,5.2,26.5,,
2390979781.0,31,3.0,ManchesterUnited,a,Pass,Unsuccessful,5.1,26.5,21.4,24.3
2390979793.0,31,4.0,ManchesterCity,h,Interception,Successful,78.9,68.7,,
2390979847.0,31,5.0,ManchesterUnited,a,Clearance,Successful,12.3,34.6,31.6,15.9
2390979843.0,31,7.0,ManchesterCity,h,BallRecovery,Successful,60.7,80.9,,
2390979915.0,31,10.0,ManchesterCity,h,Pass,Successful,59.5,78.5,34.8,51.3
2390979983.0,31,13.0,ManchesterCity,h,Pass,Successful,34.4,50.3,58.5,20.4
2390980007.0,31,16.0,ManchesterCity,h,Pass,Successful,59.2,20.6,70.0,7.3
2390980017.0,31,18.0,ManchesterCity,h,Pass,Successful,70.3,7.3,43.9,7.0
2390980069.0,31,20.0,ManchesterCity,h,Pass,Successful,43.9,7.0,27.5,7.3
2390980139.0,31,24.0,ManchesterCity,h,Pass,Successful,21.8,15.9,11.8,47.6
2390980163.0,31,28.0,ManchesterCity,h,Pass,Successful,12.8,47.9,19.1,25.5
2390980209.0,31,30.0,ManchesterCity,h,Pass,Successful,20.4,21.5,26.4,5.9
2390980259.0,31,33.0,ManchesterCity,h,Pass,Successful,27.6,4.4,11.6,17.9
2390980305.0,31,36.0,ManchesterCity,h,Pass,Successful,8.5,24.3,3.7,50.9
2390980387.0,31,40.0,ManchesterCity,h,Pass,Successful,4.9,51.3,10.8,26.1
